	incnormid	recordid	bronid	w_g	herdrukid	jaar_begin	dominant_topic	perc_contribution
16616	23365.0	26432	1006700	wereldlijk en geestelijk		1584.0	26	0.21747534840061208
16617	23365.0	28559	1006709	wereldlijk en geestelijk		1585.0	26	0.21747534840061208
16618	23367.0	147914	1001671	wereldlijk		1646.0	14	0.2772387344175321
16619	23372.0	149309	1001282	geestelijk	917206.0	1694.0	33	0.5262026423549477
16620	23372.0	149309	1010500	geestelijk		1630.0	33	0.5262026423549477
16621	23375.0	150478	1001282	geestelijk	917279.0	1694.0	33	0.4206315274767046
16622	23375.0	150478	1010500	geestelijk		1630.0	33	0.4206315274767046
16623	23383.0	183639	1016145	wereldlijk		1739.0	30	0.5252848984693214
16624	23383.0	111624	1001159	wereldlijk		1710.0	30	0.5252848984693214
16625	23385.0	2465	1000653	wereldlijk		1622.0	34	0.4087004884275745
16626	23393.0	116738	1001148	wereldlijk		1711.0	30	0.39721893509325823
16627	23393.0	159186	1004274	wereldlijk		1700.0	30	0.39721893509325823
16628	23393.0	190391	1016290	wereldlijk		1732.0	30	0.39721893509325823
16629	23394.0	24403	1000406	geestelijk		1590.0	40	0.6316935752567719
16630	23394.0	185699	1016347	geestelijk		1655.0	40	0.6316935752567719
16631	23394.0	185360	1016069	geestelijk		1720.0	40	0.6316935752567719
16632	23394.0	23544	1000248	geestelijk		1572.0	40	0.6316935752567719
16633	23394.0	21465	1000079	geestelijk		1558.0	40	0.6316935752567719
16634	23394.0	19290	1000077	geestelijk		1552.0	40	0.6316935752567719
16635	23394.0	197201	1001856	geestelijk		1617.0	40	0.6316935752567719
16636	23394.0	185699	1016205	geestelijk	928872.0	1664.0	40	0.6316935752567719
16637	23394.0	185360	1017360	geestelijk	923861.0	1740.0	40	0.6316935752567719
16638	23394.0	23544	1000396	geestelijk	909197.0	1600.0	40	0.6316935752567719
16639	23394.0	23960	1000200	geestelijk		1678.0	40	0.6316935752567719
16640	23394.0	23544	1000179	geestelijk	909094.0	1600.0	40	0.6316935752567719
16641	23394.0	7146	1000178	geestelijk		1577.0	40	0.6316935752567719
16642	23394.0	23544	1000395	geestelijk	909160.0	1600.0	40	0.6316935752567719
16643	23394.0	19290	1000078	geestelijk	900568.0	1556.0	40	0.6316935752567719
16644	23394.0	21465	1000082	geestelijk	900783.0	1563.0	40	0.6316935752567719
16645	23394.0	21465	1000427	geestelijk	901117.0	1580.0	40	0.6316935752567719
16646	23394.0	9355	1008398	geestelijk		1600.0	40	0.6316935752567719
16647	23394.0	23544	1000100	geestelijk	901812.0	1599.0	40	0.6316935752567719
16648	23394.0	23544	1000397	geestelijk	901848.0	1565.0	40	0.6316935752567719
16649	23394.0	23544	1000186	geestelijk	901907.0	1617.0	40	0.6316935752567719
16650	23394.0	21465	1000131	geestelijk	901118.0	1595.0	40	0.6316935752567719
16651	23396.0	36634	1000827	geestelijk		1631.0	4	0.9108880228222638
16652	23401.0	26397	1006700	wereldlijk		1584.0	32	0.18771209998431734
16653	23405.0	13169	1000919	geestelijk		1663.0	46	0.3266610303465137
16654	23407.0	192275	1017307	wereldlijk		1675.0	32	0.2657225324269182
16655	23407.0	115170	1001154	wereldlijk		1677.0	32	0.2657225324269182
16656	23407.0	116973	1001202	wereldlijk		1709.0	32	0.2657225324269182
16657	23407.0	159188	1001853	wereldlijk		1678.0	32	0.2657225324269182
16658	23417.0	21373	1001302	geestelijk	912420.0	1632.0	31	0.5217490530064869
16659	23417.0	21373	1000371	geestelijk		1591.0	31	0.5217490530064869
16660	23417.0	21373	1000215	geestelijk	901694.0	1592.0	31	0.5217490530064869
16661	23418.0	3777	1000198	geestelijk		1582.0	31	0.3723058336936901
16662	23423.0	159194	1001632	wereldlijk		1666.0	25	0.3690153418908448
16663	23423.0	159194	1010069	wereldlijk	919161.0	1672.0	25	0.3690153418908448
16664	23429.0	118084	1001151	wereldlijk		1731.0	11	0.5434733243454772
16665	23429.0	159197	1004274	wereldlijk		1700.0	11	0.5434733243454772
16666	23430.0	1908	1000623	geestelijk		1615.0	20	0.42131057312246745
16667	23434.0	129544	1010192	wereldlijk	912424.0	1750.0	30	0.4135826431174774
16668	23434.0	129544	1001212	wereldlijk	919580.0	1745.0	30	0.4135826431174774
16669	23434.0	129544	1016391	wereldlijk	919669.0	1712.0	30	0.4135826431174774
16670	23434.0	129544	1001210	wereldlijk	919761.0	1720.0	30	0.4135826431174774
16671	23434.0	159201	1004274	wereldlijk		1700.0	30	0.4135826431174774
16672	23434.0	184101	1017317	wereldlijk	924008.0	1736.0	30	0.4135826431174774
16673	23434.0	129544	1016156	wereldlijk		1708.0	30	0.4135826431174774
16674	23434.0	184101	1017509	wereldlijk		1714.0	30	0.4135826431174774
16675	23435.0	8165	1000775	wereldlijk		1678.0	34	0.452487535914437
16676	23436.0	22822	1000517	wereldlijk		1590.0	29	0.1990212766529644
16677	23438.0	9714	1010012	geestelijk	912425.0	1640.0	13	0.3171585374249241
16678	23438.0	9714	1000824	geestelijk		1627.0	13	0.3171585374249241
16679	23440.0	13364	1000923	wereldlijk		1678.0	25	0.4770476731185142
16680	23448.0	3096	1000669	wereldlijk		1643.0	23	0.4257241047371672
16681	23450.0	19636	1000980	wereldlijk		1645.0	34	0.5613437060206078
16682	23450.0	20411	1001034	wereldlijk		1647.0	34	0.5613437060206078
16683	23450.0	115899	1001369	wereldlijk		1649.0	34	0.5613437060206078
16684	23450.0	130170	1001439	wereldlijk		1731.0	34	0.5613437060206078
16685	23450.0	159208	1001814	wereldlijk		1648.0	34	0.5613437060206078
16686	23451.0	35685	1001561	geestelijk		1659.0	44	0.6384482607325143
16687	23454.0	27081	1000558	wereldlijk	908376.0	1578.0	32	0.4511132159894898
16688	23454.0	27081	1001514	wereldlijk		1576.0	32	0.4511132159894898
16689	23454.0	27081	1017712	wereldlijk	929450.0	1614.0	32	0.4511132159894898
16690	23454.0	27081	1017713	wereldlijk	929118.0	1620.0	32	0.4511132159894898
16691	23454.0	27081	1015659	wereldlijk	929022.0	1614.0	32	0.4511132159894898
16692	23454.0	27081	1017711	wereldlijk	928587.0	1610.0	32	0.4511132159894898
16693	23454.0	27081	1016976	wereldlijk	926872.0	1624.0	32	0.4511132159894898
16694	23454.0	27081	1016877	wereldlijk	926582.0	1683.0	32	0.4511132159894898
16695	23454.0	27081	1016941	wereldlijk	926651.0	1621.0	32	0.4511132159894898
16696	23454.0	27081	1008570	wereldlijk	926425.0	1601.0	32	0.4511132159894898
16697	23454.0	27081	1017165	wereldlijk	926301.0	1603.0	32	0.4511132159894898
16698	23454.0	27081	1000461	wereldlijk	908693.0	1598.0	32	0.4511132159894898
16699	23454.0	27081	1000254	wereldlijk	908642.0	1592.0	32	0.4511132159894898
16700	23454.0	27081	1000021	wereldlijk	908590.0	1588.0	32	0.4511132159894898
16701	23454.0	27081	1000020	wereldlijk	908532.0	1581.0	32	0.4511132159894898
16702	23454.0	27081	1017704	wereldlijk	926519.0	1616.0	32	0.4511132159894898
16703	23463.0	19269	1000077	geestelijk		1552.0	9	0.7048184136560468
16704	23463.0	21452	1000079	geestelijk		1558.0	9	0.7048184136560468
16705	23463.0	21452	1000131	geestelijk	901102.0	1595.0	9	0.7048184136560468
16706	23463.0	21452	1000427	geestelijk	901101.0	1580.0	9	0.7048184136560468
16707	23463.0	21452	1000082	geestelijk	900771.0	1563.0	9	0.7048184136560468
16708	23463.0	19269	1000078	geestelijk	900547.0	1556.0	9	0.7048184136560468
16709	23467.0	36537	1011065	geestelijk		1734.0	46	0.4556785722803744
16710	23469.0	8141	1000773	geestelijk		1644.0	19	0.2698856688665497
16711	23471.0	21442	1000082	geestelijk	900761.0	1563.0	9	0.5351634531123785
16712	23471.0	21442	1000079	geestelijk		1558.0	9	0.5351634531123785
16713	23472.0	21625	1000128	geestelijk		1562.0	31	0.5805332169243717
16714	23472.0	21372	1000371	geestelijk		1591.0	31	0.5805332169243717
16715	23472.0	21625	1000129	geestelijk	901995.0	1583.0	31	0.5805332169243717
16716	23472.0	21372	1001302	geestelijk	912435.0	1632.0	31	0.5805332169243717
16717	23472.0	21372	1000215	geestelijk	901693.0	1592.0	31	0.5805332169243717
16718	23472.0	8082	1000773	geestelijk		1644.0	31	0.5805332169243717
16719	23484.0	159283	1001587	wereldlijk	918130.0	1717.0	24	0.2504610074817681
16720	23484.0	159283	1016304	wereldlijk		1659.0	24	0.2504610074817681
16721	23485.0	36019	1015503	geestelijk		1664.0	27	0.23646136969274975
16722	23488.0	8833	1004295	geestelijk	912469.0	1647.0	7	0.2272887823251545
16723	23488.0	8833	1000812	geestelijk		1625.0	7	0.2272887823251545
16724	23490.0	6892	1000746	geestelijk		1637.0	36	0.2710472366139545
16725	23490.0	6892	1016380	geestelijk	922582.0	1722.0	36	0.2710472366139545
16726	23493.0	150458	1001282	geestelijk	917261.0	1694.0	36	0.32765827965661426
16727	23493.0	150458	1010500	geestelijk		1630.0	36	0.32765827965661426
16728	23498.0	14649	1000962	wereldlijk		1633.0	42	0.20934978318964906
16729	23501.0	20415	1001034	wereldlijk		1647.0	24	0.4748475436657706
16730	23505.0	115228	1001157	wereldlijk		1679.0	3	0.4398003417293023
16731	23507.0	113605	1000922	wereldlijk		1621.0	21	0.2759176678066311
16732	23508.0	21435	1000082	geestelijk	900754.0	1563.0	9	0.8678389792115988
16733	23508.0	21435	1000079	geestelijk		1558.0	9	0.8678389792115988
16734	23509.0	2918	1001596	geestelijk	910360.0	1647.0	33	0.3582067419454528
16735	23509.0	2918	1001300	geestelijk	912474.0	1685.0	33	0.3582067419454528
16736	23509.0	2918	1016999	geestelijk	924319.0	1645.0	33	0.3582067419454528
16737	23509.0	2918	1017005	geestelijk	926976.0	1660.0	33	0.3582067419454528
16738	23509.0	19935	1001024	geestelijk		1645.0	33	0.3582067419454528
16739	23509.0	2918	1000663	geestelijk		1624.0	33	0.3582067419454528
16740	23511.0	19259	1000094	geestelijk	907741.0	1596.0	9	0.5313107582899966
16741	23511.0	19259	1000451	geestelijk	908062.0	1600.0	9	0.5313107582899966
16742	23511.0	19259	1000344	geestelijk	907258.0	1582.0	9	0.5313107582899966
16743	23511.0	19259	1001531	geestelijk	909355.0	1577.0	9	0.5313107582899966
16744	23511.0	19259	1000089	geestelijk	906629.0	1579.0	9	0.5313107582899966
16745	23511.0	21443	1000131	geestelijk	901080.0	1595.0	9	0.5313107582899966
16746	23511.0	19259	1000077	geestelijk		1552.0	9	0.5313107582899966
16747	23511.0	21443	1000079	geestelijk		1558.0	9	0.5313107582899966
16748	23511.0	21443	1000427	geestelijk	901079.0	1580.0	9	0.5313107582899966
16749	23511.0	19259	1000091	geestelijk	905101.0	1582.0	9	0.5313107582899966
16750	23511.0	21443	1000082	geestelijk	900762.0	1563.0	9	0.5313107582899966
16751	23511.0	19259	1000093	geestelijk	903484.0	1593.0	9	0.5313107582899966
16752	23511.0	19259	1000083	geestelijk	900024.0	1566.0	9	0.5313107582899966
16753	23511.0	19259	1000078	geestelijk	900537.0	1556.0	9	0.5313107582899966
16754	23511.0	19259	1000095	geestelijk	901954.0	1559.0	9	0.5313107582899966
16755	23511.0	19259	1000084	geestelijk	902432.0	1569.0	9	0.5313107582899966
16756	23511.0	19259	1000096	geestelijk	903485.0	1599.0	9	0.5313107582899966
16757	23511.0	19259	1000087	geestelijk	902768.0	1577.0	9	0.5313107582899966
16758	23511.0	19259	1000088	geestelijk	903480.0	1579.0	9	0.5313107582899966
16759	23511.0	19259	1000090	geestelijk	903481.0	1580.0	9	0.5313107582899966
16760	23511.0	19259	1000092	geestelijk	903482.0	1589.0	9	0.5313107582899966
16761	23511.0	19259	1000557	geestelijk	903483.0	1591.0	9	0.5313107582899966
16762	23520.0	13179	1000919	geestelijk		1663.0	46	0.5141321177703521
16763	23523.0	115863	1001200	wereldlijk	920644.0	1697.0	39	0.7237228016958717
16764	23523.0	115863	1016194	wereldlijk		1694.0	39	0.7237228016958717
16765	23527.0	27124	1001514	wereldlijk		1576.0	32	0.3561685579068002
16766	23527.0	27124	1015659	wereldlijk	929039.0	1614.0	32	0.3561685579068002
16767	23527.0	27124	1017711	wereldlijk	928604.0	1610.0	32	0.3561685579068002
16768	23527.0	27124	1016941	wereldlijk	926666.0	1621.0	32	0.3561685579068002
16769	23527.0	27124	1016877	wereldlijk	926609.0	1683.0	32	0.3561685579068002
16770	23527.0	27124	1008570	wereldlijk	926453.0	1601.0	32	0.3561685579068002
16771	23527.0	27124	1017712	wereldlijk	929466.0	1614.0	32	0.3561685579068002
16772	23527.0	27124	1017165	wereldlijk	926318.0	1603.0	32	0.3561685579068002
16773	23527.0	27124	1000461	wereldlijk	908710.0	1598.0	32	0.3561685579068002
16774	23527.0	27124	1000254	wereldlijk	908659.0	1592.0	32	0.3561685579068002
16775	23527.0	27124	1000021	wereldlijk	908610.0	1588.0	32	0.3561685579068002
16776	23527.0	27124	1000020	wereldlijk	908560.0	1581.0	32	0.3561685579068002
16777	23527.0	27124	1000558	wereldlijk	908403.0	1578.0	32	0.3561685579068002
16778	23527.0	27124	1017015	wereldlijk	926363.0	1616.0	32	0.3561685579068002
16779	23529.0	14132	1000134	geestelijk		1599.0	13	0.3503380447968578
16780	23530.0	14388	1001855	geestelijk	912669.0	1646.0	1	0.4816460970157237
16781	23530.0	14388	1016140	geestelijk	924812.0	1679.0	1	0.4816460970157237
16782	23530.0	22080	1001061	geestelijk		1605.0	1	0.4816460970157237
16783	23530.0	14388	1000957	geestelijk		1638.0	1	0.4816460970157237
16784	23535.0	159338	1004274	wereldlijk		1700.0	30	0.3486882603698964
16785	23540.0	159361	1016189	geestelijk		1624.0	5	0.2138359906050056
16786	23540.0	159361	1001890	geestelijk	922048.0	1657.0	5	0.2138359906050056
16787	23540.0	159361	1017294	geestelijk	922232.0	1636.0	5	0.2138359906050056
16788	23543.0	117461	1001165	wereldlijk		1696.0	32	0.5568501904975225
16789	23543.0	175859	1015648	wereldlijk		1663.0	32	0.5568501904975225
16790	23544.0	22134	1000243	geestelijk	906423.0	1567.0	6	0.4892660563337064
16791	23544.0	22134	1000176	geestelijk	907067.0	1567.0	6	0.4892660563337064
16792	23544.0	22134	1000137	geestelijk		1565.0	6	0.4892660563337064
16793	23546.0	21626	1000128	geestelijk		1562.0	31	0.6365002677331532
16794	23546.0	21374	1000215	geestelijk	901695.0	1592.0	31	0.6365002677331532
16795	23546.0	21374	1001302	geestelijk	912492.0	1632.0	31	0.6365002677331532
16796	23546.0	21626	1000129	geestelijk	901996.0	1583.0	31	0.6365002677331532
16797	23546.0	21374	1000371	geestelijk		1591.0	31	0.6365002677331532
16798	23547.0	27775	1000558	wereldlijk		1578.0	32	0.4647125372214068
16799	23547.0	27775	1017015	wereldlijk	926365.0	1616.0	32	0.4647125372214068
16800	23548.0	27756	1008570	wereldlijk	926431.0	1601.0	32	0.6350425277958307
16801	23548.0	27756	1017704	wereldlijk	926536.0	1616.0	32	0.6350425277958307
16802	23548.0	27756	1016877	wereldlijk	926588.0	1683.0	32	0.6350425277958307
16803	23548.0	27756	1016976	wereldlijk	926891.0	1624.0	32	0.6350425277958307
16804	23548.0	27756	1017713	wereldlijk	929135.0	1620.0	32	0.6350425277958307
16805	23548.0	27756	1000558	wereldlijk		1578.0	32	0.6350425277958307
16806	23549.0	7181	1000178	geestelijk		1577.0	9	0.6235017150005414
16807	23550.0	27767	1017015	wereldlijk	926368.0	1616.0	32	0.6005240557288677
16808	23550.0	27767	1000558	wereldlijk		1578.0	32	0.6005240557288677
16809	23551.0	21454	1000079	geestelijk		1558.0	9	0.8434939423193017
16810	23551.0	19275	1000077	geestelijk		1552.0	9	0.8434939423193017
16811	23551.0	19275	1000078	geestelijk	900553.0	1556.0	9	0.8434939423193017
16812	23551.0	21454	1000082	geestelijk	900773.0	1563.0	9	0.8434939423193017
16813	23553.0	19276	1000078	geestelijk	900554.0	1556.0	9	0.6870286941929746
16814	23553.0	21455	1000082	geestelijk	900774.0	1563.0	9	0.6870286941929746
16815	23553.0	19276	1000077	geestelijk		1552.0	9	0.6870286941929746
16816	23553.0	21455	1000079	geestelijk		1558.0	9	0.6870286941929746
16817	23558.0	22202	1001061	geestelijk		1605.0	1	0.5023812431437075
16818	23560.0	24150	1000427	geestelijk		1580.0	9	0.3648959946685684
16819	23560.0	21595	1000196	geestelijk		1582.0	9	0.3648959946685684
16820	23560.0	21595	1000197	geestelijk	908998.0	1596.0	9	0.3648959946685684
16821	23560.0	24150	1000131	geestelijk	901121.0	1595.0	9	0.3648959946685684
16822	23564.0	159375	1001827	geestelijk		1650.0	31	0.23956196764029894
16823	23564.0	159380	1001900	geestelijk		1679.0	31	0.23956196764029894
16824	23568.0	22462	1000243	geestelijk	906595.0	1567.0	9	0.5718467148756134
16825	23568.0	22462	1000176	geestelijk	907003.0	1567.0	9	0.5718467148756134
16826	23568.0	22462	1000137	geestelijk		1565.0	9	0.5718467148756134
16827	23570.0	21440	1000082	geestelijk	900759.0	1563.0	9	0.4876670944357498
16828	23570.0	21440	1000079	geestelijk		1558.0	9	0.4876670944357498
16829	23574.0	6321	1015983	wereldlijk		1618.0	11	0.1918067126026332
16830	23574.0	6321	1000739	wereldlijk	917625.0	1645.0	11	0.1918067126026332
16831	23578.0	159391	1004274	wereldlijk		1700.0	3	0.36126126322815305
16832	23578.0	186301	1004274	wereldlijk en geestelijk		1700.0	3	0.36126126322815305
16833	23579.0	12132	1000877	geestelijk		1617.0	46	0.7534460292449703
16834	23579.0	197249	1001856	geestelijk		1617.0	46	0.7534460292449703
16835	23579.0	6879	1000746	geestelijk		1637.0	46	0.7534460292449703
16836	23579.0	12132	1001876	geestelijk	912561.0	1614.0	46	0.7534460292449703
16837	23579.0	6879	1016380	geestelijk	922568.0	1722.0	46	0.7534460292449703
16838	23579.0	12132	1004985	geestelijk	928158.0	1609.0	46	0.7534460292449703
16839	23580.0	2786	1006702	wereldlijk		1590.0	2	0.37467825744893896
16840	23582.0	166904	1004274	wereldlijk		1700.0	9	0.3587912653470022
16841	23582.0	22821	1000520	wereldlijk		1575.0	9	0.3587912653470022
16842	23583.0	7145	1000178	geestelijk		1577.0	40	0.5389715399039999
16843	23583.0	185359	1016069	geestelijk		1720.0	40	0.5389715399039999
16844	23583.0	23543	1000248	geestelijk		1572.0	40	0.5389715399039999
16845	23583.0	21461	1000079	geestelijk		1558.0	40	0.5389715399039999
16846	23583.0	19283	1000077	geestelijk		1552.0	40	0.5389715399039999
16847	23583.0	197200	1001856	geestelijk		1617.0	40	0.5389715399039999
16848	23583.0	185359	1017360	geestelijk	923860.0	1740.0	40	0.5389715399039999
16849	23583.0	24402	1000406	geestelijk		1590.0	40	0.5389715399039999
16850	23583.0	23959	1000200	geestelijk		1678.0	40	0.5389715399039999
16851	23583.0	23543	1000396	geestelijk	909196.0	1600.0	40	0.5389715399039999
16852	23583.0	23543	1000179	geestelijk	909093.0	1600.0	40	0.5389715399039999
16853	23583.0	23543	1000186	geestelijk	901906.0	1617.0	40	0.5389715399039999
16854	23583.0	23543	1000397	geestelijk	901850.0	1565.0	40	0.5389715399039999
16855	23583.0	23543	1000100	geestelijk	901811.0	1599.0	40	0.5389715399039999
16856	23583.0	21461	1000131	geestelijk	901112.0	1595.0	40	0.5389715399039999
16857	23583.0	21461	1000427	geestelijk	901111.0	1580.0	40	0.5389715399039999
16858	23583.0	21461	1000082	geestelijk	900779.0	1563.0	40	0.5389715399039999
16859	23583.0	19283	1000078	geestelijk	900561.0	1556.0	40	0.5389715399039999
16860	23583.0	23543	1000395	geestelijk	909159.0	1600.0	40	0.5389715399039999
16861	23584.0	26409	1006700	wereldlijk		1584.0	32	0.2415300956624579
16862	23586.0	185708	1016347	geestelijk		1655.0	15	0.6134758435942406
16863	23586.0	185708	1016205	geestelijk	928881.0	1664.0	15	0.6134758435942406
16864	23586.0	159515	1010225	geestelijk		1750.0	15	0.6134758435942406
16865	23587.0	27757	1008570	wereldlijk	926435.0	1601.0	32	0.4195017157258209
16866	23587.0	27757	1017704	wereldlijk	926542.0	1616.0	32	0.4195017157258209
16867	23587.0	27757	1016877	wereldlijk	926592.0	1683.0	32	0.4195017157258209
16868	23587.0	27757	1016976	wereldlijk	926897.0	1624.0	32	0.4195017157258209
16869	23587.0	27757	1017713	wereldlijk	929140.0	1620.0	32	0.4195017157258209
16870	23587.0	27757	1000558	wereldlijk		1578.0	32	0.4195017157258209
16871	23588.0	129570	1016156	wereldlijk		1708.0	30	0.34301638371998705
16872	23588.0	129570	1001210	wereldlijk	919786.0	1720.0	30	0.34301638371998705
16873	23588.0	129570	1016391	wereldlijk	919694.0	1712.0	30	0.34301638371998705
16874	23588.0	129570	1010192	wereldlijk	912559.0	1750.0	30	0.34301638371998705
16875	23588.0	117141	1001166	wereldlijk		1717.0	30	0.34301638371998705
16876	23588.0	129570	1001212	wereldlijk	919605.0	1745.0	30	0.34301638371998705
16877	23590.0	26237	1000376	geestelijk	907550.0	1596.0	31	0.30472193041602025
16878	23590.0	26237	1000031	geestelijk		1596.0	31	0.30472193041602025
16879	23594.0	28396	1004592	wereldlijk en geestelijk		1567.0	31	0.3686560287481209
16880	23596.0	21573	1000197	geestelijk	908977.0	1596.0	9	0.2571338098395391
16881	23596.0	21573	1000196	geestelijk		1582.0	9	0.2571338098395391
16882	23597.0	27079	1017713	wereldlijk	929102.0	1620.0	32	0.3621251113124121
16883	23597.0	27079	1001514	wereldlijk		1576.0	32	0.3621251113124121
16884	23597.0	27079	1016976	wereldlijk	926856.0	1624.0	32	0.3621251113124121
16885	23597.0	27079	1008570	wereldlijk	926423.0	1601.0	32	0.3621251113124121
16886	23597.0	27079	1017704	wereldlijk	926503.0	1616.0	32	0.3621251113124121
16887	23597.0	27079	1000558	wereldlijk	908374.0	1578.0	32	0.3621251113124121
16888	23597.0	27079	1016877	wereldlijk	926580.0	1683.0	32	0.3621251113124121
16889	23598.0	21447	1000079	geestelijk		1558.0	31	0.7363331319722407
16890	23598.0	19263	1000077	geestelijk		1552.0	31	0.7363331319722407
16891	23598.0	188991	1016327	geestelijk		1609.0	31	0.7363331319722407
16892	23598.0	159520	1001900	geestelijk		1679.0	31	0.7363331319722407
16893	23598.0	159517	1001827	geestelijk		1650.0	31	0.7363331319722407
16894	23598.0	21447	1000131	geestelijk	901094.0	1595.0	31	0.7363331319722407
16895	23598.0	21447	1000427	geestelijk	901093.0	1580.0	31	0.7363331319722407
16896	23598.0	21447	1000082	geestelijk	900766.0	1563.0	31	0.7363331319722407
16897	23598.0	19263	1001531	geestelijk	909357.0	1577.0	31	0.7363331319722407
16898	23598.0	19263	1000094	geestelijk	907743.0	1596.0	31	0.7363331319722407
16899	23598.0	19263	1000344	geestelijk	907260.0	1582.0	31	0.7363331319722407
16900	23598.0	19263	1000089	geestelijk	906631.0	1579.0	31	0.7363331319722407
16901	23598.0	19263	1000451	geestelijk	908064.0	1600.0	31	0.7363331319722407
16902	23598.0	19263	1000096	geestelijk	903497.0	1599.0	31	0.7363331319722407
16903	23598.0	19263	1000091	geestelijk	905103.0	1582.0	31	0.7363331319722407
16904	23598.0	19263	1000083	geestelijk	900026.0	1566.0	31	0.7363331319722407
16905	23598.0	19263	1000078	geestelijk	900541.0	1556.0	31	0.7363331319722407
16906	23598.0	19263	1000095	geestelijk	901956.0	1559.0	31	0.7363331319722407
16907	23598.0	19263	1000084	geestelijk	902434.0	1569.0	31	0.7363331319722407
16908	23598.0	8079	1000773	geestelijk		1644.0	31	0.7363331319722407
16909	23598.0	19263	1000088	geestelijk	903492.0	1579.0	31	0.7363331319722407
16910	23598.0	19263	1000090	geestelijk	903493.0	1580.0	31	0.7363331319722407
16911	23598.0	19263	1000092	geestelijk	903494.0	1589.0	31	0.7363331319722407
16912	23598.0	19263	1000557	geestelijk	903495.0	1591.0	31	0.7363331319722407
16913	23598.0	19263	1000093	geestelijk	903496.0	1593.0	31	0.7363331319722407
16914	23598.0	19263	1000087	geestelijk	902770.0	1577.0	31	0.7363331319722407
16915	23599.0	19273	1000078	geestelijk	900551.0	1556.0	9	0.5526316214579241
16916	23599.0	19273	1000077	geestelijk		1552.0	9	0.5526316214579241
16917	23600.0	25737	1000100	geestelijk	901794.0	1599.0	9	0.2358591813708341
16918	23600.0	25737	1000186	geestelijk	901890.0	1617.0	9	0.2358591813708341
16919	23600.0	25737	1000179	geestelijk	909150.0	1600.0	9	0.2358591813708341
16920	23600.0	25737	1000396	geestelijk	909251.0	1600.0	9	0.2358591813708341
16921	23600.0	25737	1000248	geestelijk		1572.0	9	0.2358591813708341
16922	23606.0	8826	1000812	geestelijk		1625.0	6	0.27530152117360795
16923	23606.0	8826	1004295	geestelijk	912560.0	1647.0	6	0.27530152117360795
16924	23611.0	159372	1001900	geestelijk		1679.0	15	0.22616088527480704
16925	23611.0	159365	1001827	geestelijk		1650.0	15	0.22616088527480704
16926	23615.0	2346	1000199	geestelijk		1587.0	9	0.4698612332094233
16927	23617.0	115132	1001684	wereldlijk		1665.0	25	0.34903762984324416
16928	23617.0	159524	1001152	wereldlijk		1671.0	25	0.34903762984324416
16929	23617.0	159525	1001826	wereldlijk		1670.0	25	0.34903762984324416
16930	23620.0	159526	1016224	wereldlijk		1730.0	25	0.8180978581597194
16931	23620.0	176375	1016024	wereldlijk		1719.0	25	0.8180978581597194
16932	23620.0	117240	1001165	wereldlijk		1696.0	25	0.8180978581597194
16933	23620.0	115710	1001164	wereldlijk		1694.0	25	0.8180978581597194
16934	23620.0	115710	1010504	wereldlijk	912564.0	1703.0	25	0.8180978581597194
16935	23620.0	111914	1001156	wereldlijk		1650.0	25	0.8180978581597194
16936	23620.0	115710	1010505	wereldlijk	912565.0	1737.0	25	0.8180978581597194
16937	23621.0	159527	1001442	wereldlijk	925845.0	1750.0	30	0.4512475483309363
16938	23621.0	159528	1004274	wereldlijk		1700.0	30	0.4512475483309363
16939	23621.0	159527	1017326	wereldlijk		1710.0	30	0.4512475483309363
16940	23623.0	27851	1017711	wereldlijk	928619.0	1610.0	32	0.2624586620685303
16941	23623.0	27851	1000254	wereldlijk		1592.0	32	0.2624586620685303
16942	23623.0	27851	1017712	wereldlijk	929481.0	1614.0	32	0.2624586620685303
16943	23623.0	27851	1015659	wereldlijk	929055.0	1614.0	32	0.2624586620685303
16944	23623.0	27851	1016941	wereldlijk	926680.0	1621.0	32	0.2624586620685303
16945	23623.0	27851	1016877	wereldlijk	926618.0	1683.0	32	0.2624586620685303
16946	23623.0	27851	1008570	wereldlijk	926461.0	1601.0	32	0.2624586620685303
16947	23623.0	27851	1017015	wereldlijk	926377.0	1616.0	32	0.2624586620685303
16948	23623.0	27851	1017165	wereldlijk	926333.0	1603.0	32	0.2624586620685303
16949	23623.0	27851	1000461	wereldlijk	908725.0	1598.0	32	0.2624586620685303
16950	23624.0	19284	1000078	geestelijk	900562.0	1556.0	9	0.7146109602659543
16951	23624.0	19284	1000077	geestelijk		1552.0	9	0.7146109602659543
16952	23625.0	9722	1000824	geestelijk		1627.0	15	0.7556881902969381
16953	23625.0	185703	1016205	geestelijk	928876.0	1664.0	15	0.7556881902969381
16954	23625.0	26326	1000450	geestelijk	907630.0	1600.0	15	0.7556881902969381
16955	23625.0	26326	1000133	geestelijk	907587.0	1596.0	15	0.7556881902969381
16956	23625.0	26326	1000460	geestelijk	904204.0	1599.0	15	0.7556881902969381
16957	23625.0	26326	1000358	geestelijk	904046.0	1596.0	15	0.7556881902969381
16958	23625.0	26326	1000135	geestelijk	904093.0	1599.0	15	0.7556881902969381
16959	23625.0	26326	1000559	geestelijk		1591.0	15	0.7556881902969381
16960	23625.0	26326	1000132	geestelijk	904003.0	1593.0	15	0.7556881902969381
16961	23625.0	9722	1010012	geestelijk	912568.0	1640.0	15	0.7556881902969381
