id	top1	top2	top3
4686	topic 22	topic 16	topic 31
116389	topic 37	topic 28	topic 18
148593	topic 31	topic 0	topic 36
34606	topic 4	topic 39	topic 14
6091	topic 10	topic 42	topic 48
24415	topic 9	topic 46	topic 15
8902	topic 7	topic 6	topic 36
185293	topic 19	topic 10	topic 49
34160	topic 29	topic 39	topic 11
12819	topic 7	topic 15	topic 3
22702	topic 31	topic 21	topic 41
117929	topic 16	topic 28	topic 7
32511	topic 39	topic 19	topic 4
26564	topic 40	topic 13	topic 15
186942	topic 38	topic 17	topic 35
20115	topic 3	topic 47	topic 39
2591	topic 24	topic 39	topic 16
112851	topic 21	topic 14	topic 3
26570	topic 15	topic 13	topic 7
186956	topic 28	topic 35	topic 37
20101	topic 23	topic 38	topic 14
3843	topic 49	topic 9	topic 31
113583	topic 21	topic 4	topic 0
19958	topic 11	topic 2	topic 13
2585	topic 21	topic 39	topic 14
8916	topic 10	topic 0	topic 6
161673	topic 38	topic 23	topic 10
34174	topic 39	topic 4	topic 10
32505	topic 39	topic 4	topic 0
167202	topic 34	topic 12	topic 30
193383	topic 36	topic 17	topic 10
178444	topic 1	topic 10	topic 7
34612	topic 19	topic 4	topic 16
184827	topic 46	topic 4	topic 7
24401	topic 9	topic 42	topic 31
27108	topic 32	topic 9	topic 19
191594	topic 38	topic 24	topic 3
20667	topic 44	topic 10	topic 19
36005	topic 42	topic 0	topic 2
21579	topic 9	topic 31	topic 13
180499	topic 46	topic 10	topic 7
25737	topic 9	topic 13	topic 21
8080	topic 31	topic 19	topic 42
13285	topic 42	topic 46	topic 24
177987	topic 4	topic 48	topic 24
118398	topic 0	topic 31	topic 18
27120	topic 9	topic 32	topic 42
155298	topic 30	topic 34	topic 39
115864	topic 16	topic 34	topic 39
21551	topic 9	topic 5	topic 15
10954	topic 2	topic 21	topic 24
20897	topic 44	topic 35	topic 1
11492	topic 39	topic 3	topic 47
164045	topic 5	topic 3	topic 47
21237	topic 38	topic 48	topic 27
38766	topic 1	topic 40	topic 3
20129	topic 47	topic 32	topic 7
19970	topic 39	topic 47	topic 23
36993	topic 26	topic 3	topic 34
183806	topic 40	topic 19	topic 10
12825	topic 7	topic 15	topic 3
117915	topic 28	topic 38	topic 18
129623	topic 30	topic 24	topic 34
6913	topic 24	topic 2	topic 39
161883	topic 7	topic 15	topic 10
183812	topic 40	topic 18	topic 3
12831	topic 7	topic 15	topic 3
34148	topic 39	topic 21	topic 4
129637	topic 38	topic 7	topic 35
6907	topic 47	topic 39	topic 24
161897	topic 1	topic 49	topic 48
32539	topic 4	topic 16	topic 39
163058	topic 38	topic 10	topic 28
38772	topic 19	topic 18	topic 48
21545	topic 9	topic 31	topic 18
36039	topic 46	topic 14	topic 37
20883	topic 10	topic 44	topic 42
11486	topic 47	topic 39	topic 29
164051	topic 30	topic 18	topic 3
35530	topic 24	topic 37	topic 42
8094	topic 13	topic 19	topic 18
156785	topic 47	topic 39	topic 10
147850	topic 10	topic 7	topic 36
177993	topic 4	topic 42	topic 27
13291	topic 42	topic 46	topic 48
14515	topic 27	topic 4	topic 22
118367	topic 38	topic 39	topic 17
193354	topic 40	topic 3	topic 7
119079	topic 43	topic 19	topic 18
147663	topic 28	topic 48	topic 18
157470	topic 16	topic 28	topic 36
20868	topic 44	topic 3	topic 7
191543	topic 44	topic 1	topic 31
155501	topic 37	topic 27	topic 3
113554	topic 14	topic 21	topic 2
38799	topic 31	topic 0	topic 24
10015	topic 14	topic 47	topic 23
186759	topic 35	topic 36	topic 49
2552	topic 19	topic 14	topic 10
38941	topic 26	topic 16	topic 0
4123	topic 17	topic 38	topic 7
186981	topic 27	topic 38	topic 49
33814	topic 40	topic 19	topic 3
183621	topic 30	topic 34	topic 19
8719	topic 39	topic 12	topic 48
12602	topic 7	topic 40	topic 46
150479	topic 33	topic 19	topic 15
118401	topic 8	topic 49	topic 19
185250	topic 18	topic 19	topic 48
117732	topic 28	topic 7	topic 49
149128	topic 0	topic 36	topic 31
6734	topic 42	topic 0	topic 4
6720	topic 2	topic 23	topic 14
36978	topic 12	topic 18	topic 4
10001	topic 24	topic 34	topic 39
2546	topic 39	topic 10	topic 4
38955	topic 46	topic 7	topic 5
3658	topic 8	topic 19	topic 7
186995	topic 36	topic 38	topic 10
4137	topic 10	topic 28	topic 36
4651	topic 22	topic 18	topic 7
112138	topic 30	topic 38	topic 3
11479	topic 39	topic 3	topic 10
115657	topic 18	topic 28	topic 16
10767	topic 1	topic 42	topic 2
2220	topic 38	topic 16	topic 24
191557	topic 7	topic 23	topic 3
190891	topic 3	topic 25	topic 10
14501	topic 1	topic 0	topic 48
118373	topic 18	topic 48	topic 49
147677	topic 28	topic 27	topic 36
193340	topic 15	topic 7	topic 28
157464	topic 34	topic 30	topic 11
180472	topic 7	topic 12	topic 36
21592	topic 9	topic 15	topic 31
4679	topic 22	topic 47	topic 19
3116	topic 47	topic 12	topic 14
20854	topic 44	topic 24	topic 12
11451	topic 39	topic 47	topic 12
2208	topic 38	topic 23	topic 10
114561	topic 47	topic 7	topic 19
165398	topic 27	topic 19	topic 7
159461	topic 39	topic 14	topic 24
14529	topic 18	topic 7	topic 31
147887	topic 0	topic 18	topic 48
156752	topic 46	topic 27	topic 25
116376	topic 28	topic 18	topic 16
184614	topic 37	topic 1	topic 48
193368	topic 22	topic 31	topic 18
111419	topic 38	topic 3	topic 11
8043	topic 13	topic 46	topic 16
33828	topic 40	topic 19	topic 7
8725	topic 27	topic 47	topic 12
116410	topic 28	topic 18	topic 12
6708	topic 4	topic 10	topic 7
113568	topic 21	topic 4	topic 24
114207	topic 23	topic 38	topic 11
10029	topic 39	topic 36	topic 24
36950	topic 14	topic 24	topic 4
186765	topic 35	topic 36	topic 46
3670	topic 8	topic 49	topic 19
175835	topic 32	topic 24	topic 19
188984	topic 10	topic 6	topic 36
186771	topic 49	topic 35	topic 27
36944	topic 39	topic 7	topic 4
114213	topic 38	topic 39	topic 3
3664	topic 8	topic 36	topic 19
27849	topic 32	topic 0	topic 19
8731	topic 47	topic 39	topic 2
116404	topic 28	topic 18	topic 19
24398	topic 2	topic 42	topic 9
185278	topic 40	topic 30	topic 10
100266	topic 34	topic 30	topic 47
156746	topic 23	topic 12	topic 38
147893	topic 0	topic 18	topic 36
13252	topic 5	topic 48	topic 18
116362	topic 28	topic 18	topic 16
119051	topic 30	topic 3	topic 24
8057	topic 40	topic 13	topic 15
21586	topic 9	topic 0	topic 36
10983	topic 2	topic 49	topic 19
20840	topic 44	topic 18	topic 36
3102	topic 11	topic 29	topic 34
11445	topic 47	topic 39	topic 10
186017	topic 38	topic 23	topic 10
20698	topic 44	topic 36	topic 18
112674	topic 38	topic 26	topic 19
3672	topic 8	topic 36	topic 42
175837	topic 32	topic 26	topic 25
186767	topic 35	topic 37	topic 49
36952	topic 26	topic 3	topic 4
114205	topic 24	topic 34	topic 32
188992	topic 31	topic 48	topic 19
162393	topic 48	topic 37	topic 36
116412	topic 28	topic 27	topic 18
148208	topic 31	topic 36	topic 18
8727	topic 24	topic 39	topic 3
157328	topic 39	topic 14	topic 49
8041	topic 46	topic 13	topic 21
22099	topic 6	topic 7	topic 9
184616	topic 4	topic 37	topic 47
116374	topic 28	topic 31	topic 19
119047	topic 38	topic 23	topic 30
13244	topic 42	topic 49	topic 22
186001	topic 38	topic 23	topic 48
114563	topic 7	topic 4	topic 42
20856	topic 44	topic 10	topic 27
3114	topic 47	topic 23	topic 39
11453	topic 47	topic 12	topic 29
164084	topic 24	topic 12	topic 34
21590	topic 0	topic 9	topic 2
180470	topic 28	topic 36	topic 7
113218	topic 9	topic 21	topic 14
114577	topic 39	topic 47	topic 48
186015	topic 43	topic 38	topic 29
3100	topic 14	topic 47	topic 24
20842	topic 44	topic 0	topic 19
11447	topic 27	topic 14	topic 47
115669	topic 28	topic 16	topic 38
180464	topic 44	topic 10	topic 19
21584	topic 31	topic 9	topic 13
10981	topic 21	topic 16	topic 10
8055	topic 31	topic 13	topic 7
116360	topic 28	topic 17	topic 27
119053	topic 43	topic 19	topic 18
6078	topic 48	topic 5	topic 1
147891	topic 0	topic 7	topic 2
34189	topic 39	topic 10	topic 19
117718	topic 38	topic 47	topic 37
100264	topic 39	topic 30	topic 38
116406	topic 28	topic 18	topic 16
8733	topic 23	topic 39	topic 19
180302	topic 29	topic 34	topic 30
3666	topic 8	topic 36	topic 17
175823	topic 32	topic 27	topic 14
2578	topic 24	topic 39	topic 16
114211	topic 10	topic 4	topic 42
36946	topic 4	topic 12	topic 23
186773	topic 49	topic 35	topic 30
162387	topic 14	topic 39	topic 12
188986	topic 8	topic 16	topic 18
104002	topic 39	topic 21	topic 46
159339	topic 32	topic 28	topic 49
118403	topic 0	topic 5	topic 31
117730	topic 47	topic 30	topic 3
12600	topic 18	topic 15	topic 7
148234	topic 17	topic 5	topic 24
111341	topic 28	topic 49	topic 3
183623	topic 30	topic 29	topic 11
33816	topic 40	topic 19	topic 12
158027	topic 13	topic 21	topic 15
7428	topic 7	topic 49	topic 33
186983	topic 38	topic 49	topic 28
4121	topic 18	topic 38	topic 17
29696	topic 0	topic 8	topic 36
38943	topic 27	topic 26	topic 46
10017	topic 38	topic 39	topic 23
2550	topic 14	topic 18	topic 27
113556	topic 21	topic 37	topic 14
155503	topic 18	topic 7	topic 15
2236	topic 37	topic 23	topic 9
115641	topic 28	topic 18	topic 16
3128	topic 47	topic 39	topic 30
193356	topic 40	topic 7	topic 3
116348	topic 28	topic 17	topic 18
118365	topic 18	topic 48	topic 49
13278	topic 42	topic 1	topic 14
117056	topic 35	topic 17	topic 12
14517	topic 1	topic 44	topic 42
8069	topic 31	topic 19	topic 18
117042	topic 28	topic 19	topic 7
14503	topic 0	topic 19	topic 31
190893	topic 18	topic 36	topic 49
113224	topic 21	topic 14	topic 37
10765	topic 1	topic 42	topic 0
103037	topic 39	topic 7	topic 36
187337	topic 49	topic 6	topic 19
4653	topic 22	topic 49	topic 36
180458	topic 36	topic 17	topic 30
19741	topic 34	topic 16	topic 22
4135	topic 25	topic 17	topic 49
186997	topic 28	topic 38	topic 10
38957	topic 5	topic 0	topic 4
188762	topic 18	topic 17	topic 48
10003	topic 38	topic 23	topic 12
19999	topic 34	topic 23	topic 24
2544	topic 16	topic 2	topic 39
6722	topic 1	topic 37	topic 2
118417	topic 31	topic 0	topic 46
100258	topic 38	topic 12	topic 18
185246	topic 48	topic 18	topic 37
117724	topic 30	topic 47	topic 37
157300	topic 11	topic 3	topic 30
6911	topic 12	topic 0	topic 24
117917	topic 28	topic 48	topic 7
160547	topic 12	topic 48	topic 18
12827	topic 7	topic 15	topic 18
176325	topic 26	topic 24	topic 30
183804	topic 40	topic 18	topic 42
36991	topic 26	topic 39	topic 19
19972	topic 34	topic 24	topic 39
162350	topic 13	topic 31	topic 21
38764	topic 40	topic 0	topic 10
20895	topic 44	topic 7	topic 5
11490	topic 3	topic 23	topic 24
21553	topic 9	topic 21	topic 0
10956	topic 24	topic 21	topic 37
162436	topic 27	topic 46	topic 24
115866	topic 39	topic 38	topic 19
27122	topic 32	topic 9	topic 31
158966	topic 1	topic 18	topic 7
176443	topic 48	topic 19	topic 37
34638	topic 4	topic 23	topic 19
1918	topic 39	topic 2	topic 3
8082	topic 31	topic 46	topic 10
25735	topic 48	topic 0	topic 13
13293	topic 42	topic 19	topic 46
35532	topic 48	topic 19	topic 18
8096	topic 31	topic 46	topic 18
157499	topic 46	topic 30	topic 22
25721	topic 6	topic 3	topic 44
20881	topic 44	topic 5	topic 19
11484	topic 39	topic 10	topic 47
164053	topic 30	topic 34	topic 24
21547	topic 9	topic 31	topic 0
10942	topic 21	topic 2	topic 19
20659	topic 44	topic 39	topic 42
115872	topic 17	topic 48	topic 0
19966	topic 25	topic 5	topic 29
36985	topic 26	topic 3	topic 34
38770	topic 1	topic 10	topic 0
188945	topic 42	topic 39	topic 3
21221	topic 18	topic 19	topic 27
186968	topic 38	topic 27	topic 36
6905	topic 47	topic 3	topic 46
129635	topic 3	topic 34	topic 24
176331	topic 25	topic 30	topic 19
12833	topic 40	topic 3	topic 1
166122	topic 5	topic 24	topic 32
8928	topic 6	topic 36	topic 0
183810	topic 1	topic 19	topic 40
186798	topic 35	topic 19	topic 36
2593	topic 39	topic 10	topic 21
20117	topic 32	topic 24	topic 7
38758	topic 42	topic 0	topic 48
19796	topic 3	topic 29	topic 11
186940	topic 42	topic 0	topic 36
21209	topic 24	topic 39	topic 19
26566	topic 13	topic 0	topic 19
32513	topic 39	topic 4	topic 10
192935	topic 32	topic 30	topic 19
22700	topic 31	topic 46	topic 21
176319	topic 26	topic 30	topic 32
34162	topic 29	topic 19	topic 24
183838	topic 40	topic 12	topic 49
8900	topic 6	topic 36	topic 18
24417	topic 9	topic 42	topic 2
34604	topic 4	topic 39	topic 10
22066	topic 9	topic 1	topic 5
25709	topic 0	topic 36	topic 21
4684	topic 22	topic 19	topic 24
175176	topic 31	topic 21	topic 0
20671	topic 44	topic 3	topic 10
36007	topic 42	topic 48	topic 36
4690	topic 22	topic 28	topic 27
163700	topic 12	topic 18	topic 19
20665	topic 44	topic 18	topic 48
191596	topic 3	topic 38	topic 47
24403	topic 40	topic 9	topic 24
34610	topic 4	topic 46	topic 7
6087	topic 46	topic 24	topic 7
193381	topic 7	topic 18	topic 49
32507	topic 39	topic 19	topic 2
6939	topic 23	topic 10	topic 19
22714	topic 2	topic 18	topic 1
129609	topic 30	topic 39	topic 3
2587	topic 23	topic 24	topic 39
188979	topic 0	topic 10	topic 7
113581	topic 21	topic 2	topic 14
162378	topic 39	topic 24	topic 48
3841	topic 9	topic 8	topic 6
20103	topic 47	topic 39	topic 10
186954	topic 37	topic 27	topic 7
26572	topic 13	topic 12	topic 9
3699	topic 8	topic 49	topic 3
4479	topic 13	topic 16	topic 24
180672	topic 0	topic 36	topic 18
21792	topic 6	topic 36	topic 9
3316	topic 21	topic 0	topic 13
114761	topic 27	topic 19	topic 18
189130	topic 0	topic 49	topic 10
11889	topic 17	topic 18	topic 1
173922	topic 18	topic 16	topic 28
156552	topic 17	topic 47	topic 15
159661	topic 27	topic 26	topic 24
1501	topic 11	topic 19	topic 29
13046	topic 40	topic 18	topic 16
184414	topic 28	topic 0	topic 19
7170	topic 9	topic 1	topic 2
35081	topic 43	topic 19	topic 18
158219	topic 37	topic 46	topic 23
119523	topic 38	topic 49	topic 7
184372	topic 28	topic 36	topic 21
100072	topic 23	topic 14	topic 12
149314	topic 33	topic 7	topic 16
26943	topic 41	topic 10	topic 19
5001	topic 48	topic 27	topic 18
10229	topic 11	topic 29	topic 23
189656	topic 10	topic 38	topic 47
36588	topic 42	topic 10	topic 4
180114	topic 7	topic 28	topic 35
5015	topic 16	topic 18	topic 24
152046	topic 42	topic 40	topic 10
189642	topic 23	topic 38	topic 39
35095	topic 43	topic 19	topic 18
184366	topic 28	topic 17	topic 19
13734	topic 47	topic 10	topic 27
176696	topic 5	topic 17	topic 49
159675	topic 19	topic 31	topic 7
1515	topic 21	topic 37	topic 12
13052	topic 22	topic 12	topic 46
184400	topic 28	topic 36	topic 19
157658	topic 39	topic 24	topic 47
7164	topic 9	topic 15	topic 3
19219	topic 9	topic 42	topic 10
103209	topic 38	topic 39	topic 23
189124	topic 37	topic 2	topic 13
20498	topic 18	topic 27	topic 19
6252	topic 47	topic 38	topic 3
9161	topic 14	topic 49	topic 2
117254	topic 30	topic 3	topic 39
184428	topic 28	topic 48	topic 14
178693	topic 35	topic 49	topic 36
4445	topic 16	topic 9	topic 0
19231	topic 9	topic 15	topic 2
191743	topic 42	topic 5	topic 46
2034	topic 3	topic 7	topic 14
10573	topic 21	topic 2	topic 8
2752	topic 5	topic 44	topic 36
191025	topic 0	topic 10	topic 36
4323	topic 34	topic 11	topic 38
19557	topic 28	topic 12	topic 36
158225	topic 3	topic 23	topic 19
185050	topic 7	topic 25	topic 22
149328	topic 33	topic 49	topic 16
117532	topic 16	topic 28	topic 24
118601	topic 28	topic 7	topic 35
121094	topic 38	topic 3	topic 24
117526	topic 16	topic 28	topic 19
160976	topic 7	topic 49	topic 3
118615	topic 36	topic 38	topic 46
9613	topic 13	topic 48	topic 29
5029	topic 40	topic 16	topic 42
191031	topic 10	topic 15	topic 7
2746	topic 27	topic 10	topic 24
3458	topic 27	topic 18	topic 16
19543	topic 38	topic 7	topic 49
4337	topic 23	topic 47	topic 7
19225	topic 9	topic 2	topic 24
4451	topic 9	topic 29	topic 41
162807	topic 27	topic 11	topic 36
153402	topic 24	topic 16	topic 39
191757	topic 8	topic 18	topic 15
114749	topic 16	topic 36	topic 18
6246	topic 39	topic 38	topic 27
9175	topic 39	topic 19	topic 2
117240	topic 25	topic 18	topic 30
185722	topic 15	topic 3	topic 46
1529	topic 37	topic 6	topic 7
7158	topic 9	topic 40	topic 2
14932	topic 10	topic 24	topic 48
22258	topic 6	topic 9	topic 0
35724	topic 44	topic 42	topic 18
176641	topic 31	topic 0	topic 19
13085	topic 5	topic 22	topic 18
24629	topic 9	topic 42	topic 18
37133	topic 26	topic 11	topic 21
21037	topic 16	topic 7	topic 38
2975	topic 33	topic 10	topic 18
187860	topic 28	topic 16	topic 18
189695	topic 18	topic 14	topic 5
176127	topic 49	topic 12	topic 19
118826	topic 28	topic 48	topic 38
9820	topic 13	topic 19	topic 0
160989	topic 38	topic 17	topic 18
7819	topic 0	topic 36	topic 24
176133	topic 49	topic 7	topic 46
34348	topic 39	topic 4	topic 36
32739	topic 46	topic 19	topic 31
25245	topic 21	topic 5	topic 0
164537	topic 24	topic 34	topic 40
2961	topic 33	topic 16	topic 48
21023	topic 27	topic 12	topic 7
187874	topic 3	topic 17	topic 15
26994	topic 41	topic 36	topic 33
162146	topic 21	topic 0	topic 12
10598	topic 21	topic 2	topic 29
30648	topic 18	topic 37	topic 8
174042	topic 16	topic 19	topic 35
21745	topic 6	topic 36	topic 10
191970	topic 0	topic 28	topic 4
14926	topic 2	topic 10	topic 19
119292	topic 19	topic 18	topic 36
178678	topic 35	topic 7	topic 49
35730	topic 44	topic 0	topic 49
185905	topic 30	topic 39	topic 32
157843	topic 17	topic 18	topic 28
13091	topic 42	topic 0	topic 19
20473	topic 10	topic 18	topic 0
11876	topic 7	topic 10	topic 33
4486	topic 15	topic 49	topic 9
36211	topic 4	topic 10	topic 7
115480	topic 39	topic 24	topic 10
116189	topic 28	topic 40	topic 48
158580	topic 12	topic 24	topic 27
35718	topic 44	topic 40	topic 46
22264	topic 6	topic 1	topic 3
6291	topic 38	topic 12	topic 24
34406	topic 5	topic 4	topic 48
192289	topic 48	topic 14	topic 12
185093	topic 18	topic 19	topic 21
34360	topic 10	topic 39	topic 4
13907	topic 39	topic 24	topic 47
160779	topic 18	topic 17	topic 24
32711	topic 19	topic 48	topic 5
187684	topic 0	topic 17	topic 31
2949	topic 33	topic 10	topic 16
19594	topic 38	topic 39	topic 47
20315	topic 25	topic 2	topic 14
2791	topic 45	topic 21	topic 9
36563	topic 19	topic 39	topic 47
19580	topic 38	topic 28	topic 30
20301	topic 2	topic 1	topic 10
2785	topic 2	topic 45	topic 39
100099	topic 27	topic 23	topic 24
13913	topic 29	topic 24	topic 19
184399	topic 28	topic 48	topic 13
9808	topic 13	topic 2	topic 10
32705	topic 5	topic 19	topic 12
185939	topic 36	topic 38	topic 19
158594	topic 14	topic 24	topic 2
22270	topic 6	topic 15	topic 12
178644	topic 35	topic 36	topic 19
34412	topic 5	topic 26	topic 4
6285	topic 47	topic 23	topic 48
20467	topic 18	topic 10	topic 19
21779	topic 6	topic 4	topic 49
180699	topic 31	topic 13	topic 10
36205	topic 4	topic 19	topic 48
189044	topic 0	topic 37	topic 48
3262	topic 18	topic 10	topic 28
19379	topic 9	topic 37	topic 8
154231	topic 31	topic 15	topic 32
180706	topic 19	topic 13	topic 31
112264	topic 39	topic 38	topic 24
7004	topic 19	topic 6	topic 8
35693	topic 44	topic 18	topic 46
119331	topic 28	topic 46	topic 35
14885	topic 47	topic 38	topic 48
192302	topic 28	topic 36	topic 27
13132	topic 22	topic 19	topic 3
156426	topic 39	topic 24	topic 10
9029	topic 46	topic 6	topic 40
167823	topic 11	topic 44	topic 30
32842	topic 1	topic 0	topic 32
100106	topic 10	topic 23	topic 38
9997	topic 27	topic 46	topic 16
116764	topic 11	topic 29	topic 26
118991	topic 39	topic 38	topic 28
129594	topic 38	topic 39	topic 7
21180	topic 27	topic 3	topic 18
11043	topic 16	topic 19	topic 21
164494	topic 16	topic 29	topic 4
3504	topic 21	topic 10	topic 14
186411	topic 24	topic 39	topic 7
114173	topic 12	topic 38	topic 33
26837	topic 13	topic 46	topic 9
21194	topic 37	topic 25	topic 27
11057	topic 21	topic 18	topic 16
3510	topic 14	topic 21	topic 15
10349	topic 47	topic 24	topic 39
30099	topic 6	topic 7	topic 36
26823	topic 41	topic 48	topic 3
113608	topic 9	topic 21	topic 2
32856	topic 9	topic 15	topic 40
176084	topic 49	topic 36	topic 19
100112	topic 10	topic 23	topic 3
9983	topic 10	topic 46	topic 27
116770	topic 34	topic 24	topic 38
7776	topic 0	topic 5	topic 24
35687	topic 44	topic 37	topic 40
7010	topic 9	topic 37	topic 20
14891	topic 39	topic 28	topic 21
1461	topic 29	topic 37	topic 24
149512	topic 33	topic 7	topic 49
14649	topic 42	topic 48	topic 2
156432	topic 39	topic 47	topic 27
159701	topic 18	topic 12	topic 19
34599	topic 14	topic 19	topic 27
162797	topic 7	topic 27	topic 49
114601	topic 44	topic 7	topic 4
2168	topic 38	topic 39	topic 29
