id	top1	top2	top3
21113	topic 12	topic 0	topic 9
20219	topic 24	topic 29	topic 0
3583	topic 21	topic 14	topic 48
19498	topic 25	topic 29	topic 11
21107	topic 12	topic 18	topic 47
2845	topic 2	topic 45	topic 21
118916	topic 17	topic 28	topic 49
9910	topic 13	topic 31	topic 18
1394	topic 2	topic 10	topic 19
192385	topic 28	topic 7	topic 16
166	topic 2	topic 10	topic 9
111932	topic 39	topic 47	topic 19
114692	topic 7	topic 4	topic 44
27210	topic 21	topic 14	topic 9
37003	topic 26	topic 3	topic 24
2474	topic 39	topic 24	topic 27
36692	topic 4	topic 19	topic 48
187561	topic 28	topic 18	topic 1
12724	topic 10	topic 19	topic 18
183707	topic 15	topic 19	topic 18
33932	topic 40	topic 3	topic 19
182419	topic 17	topic 30	topic 19
9521	topic 14	topic 21	topic 7
34085	topic 4	topic 44	topic 18
185376	topic 18	topic 10	topic 24
24296	topic 9	topic 27	topic 20
117172	topic 28	topic 36	topic 18
185410	topic 26	topic 5	topic 19
6174	topic 29	topic 18	topic 16
8159	topic 22	topic 35	topic 39
22181	topic 1	topic 9	topic 19
4763	topic 19	topic 10	topic 36
21488	topic 9	topic 31	topic 19
20796	topic 44	topic 1	topic 3
191465	topic 36	topic 42	topic 28
20782	topic 44	topic 42	topic 10
10641	topic 21	topic 2	topic 29
191471	topic 49	topic 33	topic 3
118255	topic 0	topic 19	topic 18
185404	topic 46	topic 27	topic 28
14427	topic 0	topic 48	topic 18
22195	topic 1	topic 9	topic 48
111517	topic 24	topic 3	topic 2
147751	topic 28	topic 0	topic 42
156884	topic 18	topic 48	topic 0
12056	topic 5	topic 1	topic 15
12730	topic 7	topic 40	topic 17
33926	topic 40	topic 46	topic 24
183713	topic 5	topic 19	topic 3
111271	topic 28	topic 35	topic 49
9535	topic 37	topic 7	topic 8
34091	topic 46	topic 37	topic 4
185362	topic 22	topic 40	topic 3
191317	topic 0	topic 16	topic 13
2460	topic 34	topic 24	topic 7
19665	topic 7	topic 36	topic 3
36686	topic 4	topic 3	topic 16
26495	topic 13	topic 0	topic 9
11239	topic 9	topic 31	topic 15
115017	topic 4	topic 46	topic 16
40710	topic 45	topic 27	topic 29
38873	topic 3	topic 30	topic 9
150563	topic 33	topic 49	topic 37
12718	topic 5	topic 3	topic 18
130297	topic 38	topic 10	topic 19
182425	topic 17	topic 30	topic 18
117628	topic 28	topic 36	topic 42
192636	topic 44	topic 0	topic 22
19895	topic 16	topic 25	topic 7
190021	topic 7	topic 2	topic 36
3756	topic 8	topic 0	topic 18
11211	topic 9	topic 31	topic 13
188108	topic 18	topic 14	topic 12
20972	topic 44	topic 24	topic 1
11577	topic 27	topic 17	topic 0
191459	topic 7	topic 15	topic 49
4987	topic 27	topic 7	topic 6
10669	topic 21	topic 19	topic 39
13360	topic 25	topic 19	topic 24
6148	topic 18	topic 0	topic 31
159547	topic 37	topic 22	topic 24
7256	topic 26	topic 3	topic 2
8165	topic 34	topic 24	topic 38
178589	topic 28	topic 0	topic 46
184732	topic 30	topic 3	topic 14
13374	topic 25	topic 24	topic 27
156660	topic 47	topic 30	topic 3
8171	topic 20	topic 3	topic 23
184726	topic 47	topic 38	topic 34
20966	topic 3	topic 44	topic 37
11563	topic 39	topic 14	topic 7
180540	topic 15	topic 13	topic 25
115995	topic 18	topic 28	topic 19
189202	topic 10	topic 36	topic 12
114453	topic 38	topic 7	topic 19
4993	topic 18	topic 48	topic 19
19881	topic 36	topic 25	topic 3
38697	topic 46	topic 24	topic 14
3742	topic 8	topic 36	topic 19
11205	topic 9	topic 31	topic 19
9509	topic 0	topic 18	topic 42
182431	topic 18	topic 5	topic 19
192622	topic 22	topic 16	topic 24
14396	topic 5	topic 40	topic 1
34046	topic 40	topic 3	topic 7
130268	topic 34	topic 37	topic 25
8824	topic 49	topic 6	topic 0
6809	topic 1	topic 0	topic 5
192811	topic 28	topic 3	topic 35
36651	topic 4	topic 15	topic 19
20033	topic 39	topic 21	topic 46
20755	topic 44	topic 17	topic 49
4978	topic 18	topic 12	topic 48
26324	topic 15	topic 13	topic 21
11588	topic 47	topic 27	topic 24
22142	topic 6	topic 9	topic 7
160339	topic 23	topic 19	topic 24
12081	topic 2	topic 9	topic 28
118282	topic 28	topic 16	topic 7
161027	topic 42	topic 7	topic 27
184915	topic 28	topic 48	topic 16
22156	topic 6	topic 9	topic 8
119188	topic 28	topic 27	topic 19
25639	topic 13	topic 19	topic 31
118296	topic 28	topic 46	topic 36
20741	topic 44	topic 37	topic 19
20999	topic 27	topic 42	topic 31
36645	topic 4	topic 15	topic 19
21339	topic 31	topic 9	topic 0
163142	topic 24	topic 27	topic 3
26456	topic 13	topic 9	topic 29
20027	topic 37	topic 17	topic 24
119836	topic 38	topic 30	topic 47
14382	topic 5	topic 1	topic 36
34052	topic 17	topic 1	topic 18
8830	topic 6	topic 7	topic 0
192805	topic 28	topic 38	topic 27
21311	topic 9	topic 31	topic 28
3795	topic 6	topic 10	topic 9
186680	topic 35	topic 36	topic 16
19856	topic 27	topic 19	topic 16
40923	topic 38	topic 39	topic 16
38640	topic 14	topic 23	topic 37
130254	topic 38	topic 39	topic 19
185389	topic 1	topic 7	topic 12
8818	topic 6	topic 19	topic 0
6835	topic 1	topic 0	topic 42
35402	topic 26	topic 27	topic 19
7295	topic 34	topic 39	topic 24
116293	topic 29	topic 46	topic 26
25611	topic 0	topic 19	topic 1
192193	topic 28	topic 38	topic 17
176567	topic 24	topic 19	topic 39
184929	topic 18	topic 39	topic 17
20769	topic 44	topic 27	topic 3
115942	topic 28	topic 24	topic 19
26318	topic 13	topic 19	topic 37
180597	topic 48	topic 28	topic 10
21477	topic 9	topic 15	topic 1
115956	topic 28	topic 38	topic 27
27012	topic 41	topic 5	topic 19
21463	topic 9	topic 31	topic 46
10866	topic 2	topic 29	topic 44
1828	topic 14	topic 19	topic 24
193299	topic 18	topic 28	topic 17
117199	topic 14	topic 38	topic 39
130240	topic 38	topic 23	topic 10
23512	topic 9	topic 46	topic 18
33701	topic 40	topic 46	topic 18
6821	topic 46	topic 42	topic 9
35370	topic 29	topic 19	topic 26
21305	topic 9	topic 15	topic 13
36679	topic 4	topic 10	topic 19
3781	topic 9	topic 0	topic 42
19842	topic 0	topic 37	topic 27
186694	topic 35	topic 36	topic 16
27774	topic 32	topic 19	topic 36
162260	topic 30	topic 19	topic 24
40937	topic 15	topic 3	topic 32
23275	topic 7	topic 32	topic 0
192186	topic 28	topic 35	topic 0
117198	topic 30	topic 10	topic 26
158857	topic 15	topic 13	topic 18
193298	topic 10	topic 18	topic 19
25604	topic 0	topic 19	topic 36
116286	topic 3	topic 26	topic 11
1829	topic 39	topic 48	topic 44
7280	topic 19	topic 26	topic 24
10867	topic 21	topic 2	topic 10
21462	topic 9	topic 31	topic 3
164176	topic 38	topic 39	topic 10
115957	topic 18	topic 14	topic 15
162261	topic 12	topic 31	topic 1
40936	topic 23	topic 38	topic 48
27775	topic 32	topic 19	topic 21
186695	topic 35	topic 19	topic 32
19843	topic 27	topic 10	topic 21
3780	topic 21	topic 9	topic 18
36678	topic 4	topic 3	topic 16
21304	topic 9	topic 31	topic 15
160476	topic 37	topic 30	topic 38
35371	topic 46	topic 47	topic 27
6820	topic 46	topic 2	topic 1
33700	topic 40	topic 19	topic 0
23513	topic 32	topic 20	topic 13
160462	topic 38	topic 3	topic 14
151867	topic 7	topic 49	topic 44
184096	topic 11	topic 30	topic 24
6834	topic 1	topic 42	topic 0
8819	topic 6	topic 36	topic 10
40922	topic 38	topic 25	topic 10
38641	topic 26	topic 24	topic 3
162275	topic 10	topic 47	topic 2
19857	topic 36	topic 7	topic 49
186681	topic 35	topic 36	topic 10
3794	topic 9	topic 0	topic 42
21310	topic 9	topic 31	topic 40
10873	topic 2	topic 21	topic 24
21476	topic 31	topic 9	topic 24
180596	topic 17	topic 46	topic 28
26319	topic 40	topic 13	topic 31
115943	topic 28	topic 48	topic 44
20768	topic 44	topic 18	topic 3
184928	topic 4	topic 19	topic 16
25610	topic 0	topic 13	topic 31
20998	topic 42	topic 18	topic 38
26331	topic 6	topic 49	topic 12
165254	topic 23	topic 7	topic 17
20740	topic 44	topic 42	topic 40
184900	topic 19	topic 48	topic 16
118297	topic 28	topic 23	topic 27
25638	topic 0	topic 21	topic 49
12094	topic 46	topic 9	topic 21
156846	topic 1	topic 44	topic 18
157580	topic 10	topic 3	topic 24
22157	topic 6	topic 49	topic 19
192804	topic 36	topic 25	topic 11
150589	topic 33	topic 49	topic 18
8831	topic 6	topic 19	topic 15
34053	topic 13	topic 49	topic 16
176228	topic 0	topic 36	topic 18
14383	topic 19	topic 5	topic 49
20026	topic 39	topic 21	topic 10
26457	topic 13	topic 9	topic 15
21338	topic 31	topic 9	topic 19
36644	topic 4	topic 19	topic 3
20032	topic 23	topic 3	topic 25
162249	topic 24	topic 21	topic 14
36650	topic 4	topic 3	topic 31
8825	topic 0	topic 6	topic 49
130269	topic 24	topic 39	topic 23
34047	topic 40	topic 12	topic 1
14397	topic 5	topic 49	topic 14
118283	topic 28	topic 7	topic 16
12080	topic 1	topic 9	topic 30
22143	topic 6	topic 7	topic 5
26325	topic 15	topic 19	topic 0
11589	topic 18	topic 19	topic 16
10697	topic 21	topic 24	topic 2
4979	topic 18	topic 48	topic 12
20754	topic 44	topic 0	topic 42
4992	topic 27	topic 18	topic 16
115994	topic 19	topic 28	topic 48
180541	topic 13	topic 19	topic 49
11562	topic 12	topic 14	topic 39
20967	topic 44	topic 24	topic 46
184727	topic 39	topic 30	topic 10
8170	topic 34	topic 11	topic 3
7243	topic 3	topic 34	topic 2
13375	topic 25	topic 24	topic 11
192623	topic 25	topic 18	topic 40
9508	topic 19	topic 18	topic 36
182430	topic 19	topic 46	topic 27
130282	topic 38	topic 23	topic 18
150576	topic 33	topic 37	topic 49
11204	topic 9	topic 3	topic 0
3743	topic 8	topic 7	topic 15
38696	topic 10	topic 14	topic 46
114334	topic 38	topic 10	topic 48
19880	topic 27	topic 7	topic 3
11210	topic 31	topic 9	topic 19
3757	topic 8	topic 9	topic 28
40739	topic 45	topic 24	topic 13
19894	topic 27	topic 37	topic 18
192637	topic 22	topic 31	topic 10
117629	topic 39	topic 38	topic 10
156113	topic 37	topic 27	topic 4
150562	topic 33	topic 19	topic 7
12719	topic 5	topic 46	topic 0
184733	topic 30	topic 3	topic 39
8164	topic 23	topic 3	topic 24
156675	topic 19	topic 31	topic 13
6149	topic 0	topic 16	topic 3
13361	topic 25	topic 39	topic 19
4986	topic 12	topic 18	topic 27
10668	topic 21	topic 39	topic 36
191458	topic 7	topic 36	topic 18
163816	topic 24	topic 19	topic 39
115980	topic 28	topic 38	topic 48
11576	topic 27	topic 24	topic 10
188109	topic 28	topic 31	topic 18
20973	topic 44	topic 10	topic 5
148463	topic 18	topic 0	topic 19
156885	topic 0	topic 7	topic 12
147750	topic 28	topic 7	topic 42
22194	topic 1	topic 19	topic 31
111516	topic 30	topic 38	topic 34
14426	topic 0	topic 18	topic 1
185405	topic 37	topic 46	topic 30
191470	topic 49	topic 33	topic 19
10640	topic 24	topic 2	topic 19
20783	topic 44	topic 40	topic 3
10898	topic 21	topic 19	topic 2
38872	topic 26	topic 3	topic 24
26494	topic 13	topic 19	topic 9
115016	topic 46	topic 4	topic 19
11238	topic 9	topic 31	topic 19
36687	topic 4	topic 3	topic 13
19664	topic 12	topic 7	topic 48
2461	topic 24	topic 34	topic 7
191316	topic 0	topic 18	topic 31
185363	topic 40	topic 22	topic 17
117601	topic 16	topic 28	topic 3
34090	topic 46	topic 4	topic 17
161797	topic 23	topic 38	topic 30
9534	topic 3	topic 36	topic 37
33927	topic 40	topic 39	topic 19
183712	topic 5	topic 40	topic 3
160489	topic 30	topic 34	topic 24
111270	topic 28	topic 36	topic 16
12731	topic 10	topic 24	topic 46
117615	topic 16	topic 7	topic 24
24297	topic 9	topic 31	topic 48
118526	topic 17	topic 28	topic 16
34084	topic 4	topic 1	topic 15
9520	topic 37	topic 19	topic 28
33933	topic 40	topic 18	topic 19
12725	topic 27	topic 18	topic 24
115002	topic 4	topic 18	topic 0
26480	topic 16	topic 9	topic 40
187560	topic 28	topic 16	topic 7
36693	topic 4	topic 15	topic 12
155426	topic 38	topic 39	topic 14
2475	topic 39	topic 24	topic 21
191464	topic 7	topic 37	topic 3
155340	topic 27	topic 7	topic 3
21489	topic 9	topic 49	topic 21
111502	topic 41	topic 43	topic 32
8158	topic 24	topic 34	topic 29
22180	topic 1	topic 13	topic 46
6175	topic 10	topic 39	topic 24
117173	topic 12	topic 28	topic 18
185411	topic 26	topic 37	topic 29
99	topic 2	topic 3	topic 37
1395	topic 2	topic 3	topic 19
2844	topic 45	topic 19	topic 31
21106	topic 32	topic 29	topic 12
19499	topic 34	topic 11	topic 38
3582	topic 24	topic 19	topic 2
27577	topic 48	topic 1	topic 4
20218	topic 25	topic 7	topic 14
37002	topic 26	topic 3	topic 24
27211	topic 2	topic 9	topic 10
185820	topic 45	topic 0	topic 5
22369	topic 6	topic 9	topic 1
167	topic 2	topic 9	topic 10
182197	topic 30	topic 7	topic 23
185834	topic 1	topic 37	topic 49
173	topic 2	topic 9	topic 21
130731	topic 37	topic 30	topic 19
182183	topic 3	topic 38	topic 30
162711	topic 17	topic 1	topic 2
37016	topic 29	topic 4	topic 10
27205	topic 2	topic 21	topic 39
115599	topic 28	topic 27	topic 16
191841	topic 0	topic 19	topic 18
21112	topic 12	topic 18	topic 44
2850	topic 21	topic 3	topic 45
2688	topic 34	topic 24	topic 20
176002	topic 49	topic 19	topic 7
166211	topic 21	topic 24	topic 7
100194	topic 47	topic 23	topic 38
33516	topic 1	topic 19	topic 9
1381	topic 2	topic 10	topic 14
9905	topic 13	topic 21	topic 31
163341	topic 24	topic 39	topic 12
2878	topic 2	topic 45	topic 21
14181	topic 21	topic 31	topic 13
34251	topic 47	topic 24	topic 39
22433	topic 9	topic 0	topic 6
13836	topic 41	topic 14	topic 27
118095	topic 3	topic 11	topic 30
9093	topic 17	topic 27	topic 10
34537	topic 26	topic 32	topic 24
11947	topic 18	topic 16	topic 7
20542	topic 18	topic 3	topic 44
164348	topic 25	topic 27	topic 3
114877	topic 18	topic 4	topic 27
11953	topic 18	topic 27	topic 46
152836	topic 17	topic 36	topic 16
159963	topic 30	topic 39	topic 34
12282	topic 14	topic 10	topic 23
9087	topic 17	topic 42	topic 48
34523	topic 3	topic 14	topic 35
14195	topic 0	topic 15	topic 10
34245	topic 24	topic 39	topic 47
116912	topic 38	topic 47	topic 27
62003	topic 28	topic 0	topic 40
24056	topic 5	topic 15	topic 19
9939	topic 25	topic 13	topic 40
22427	topic 0	topic 9	topic 6
13822	topic 47	topic 14	topic 19
26641	topic 13	topic 9	topic 19
30023	topic 6	topic 7	topic 10
26899	topic 6	topic 36	topic 13
189767	topic 19	topic 39	topic 38
10318	topic 47	topic 12	topic 18
104325	topic 23	topic 38	topic 49
26872	topic 41	topic 27	topic 13
2887	topic 9	topic 21	topic 45
3541	topic 2	topic 21	topic 19
115228	topic 3	topic 11	topic 24
32807	topic 10	topic 1	topic 48
156305	topic 31	topic 19	topic 46
100143	topic 47	topic 14	topic 18
1430	topic 2	topic 15	topic 31
182154	topic 11	topic 29	topic 30
111728	topic 38	topic 24	topic 34
3227	topic 16	topic 24	topic 7
11760	topic 27	topic 7	topic 16
8	topic 39	topic 23	topic 12
180743	topic 27	topic 28	topic 46
4548	topic 3	topic 47	topic 23
114888	topic 22	topic 16	topic 40
189001	topic 31	topic 13	topic 16
3233	topic 10	topic 28	topic 18
11774	topic 36	topic 18	topic 17
19328	topic 9	topic 49	topic 16
103338	topic 10	topic 38	topic 14
13163	topic 18	topic 46	topic 27
1424	topic 2	topic 26	topic 21
9078	topic 17	topic 27	topic 28
106526	topic 34	topic 3	topic 39
159022	topic 39	topic 24	topic 19
185149	topic 18	topic 0	topic 48
100157	topic 38	topic 14	topic 36
189773	topic 39	topic 10	topic 7
2893	topic 2	topic 21	topic 45
3555	topic 2	topic 19	topic 14
23936	topic 5	topic 46	topic 1
14142	topic 13	topic 31	topic 10
9736	topic 19	topic 13	topic 26
66	topic 18	topic 5	topic 17
118730	topic 36	topic 42	topic 18
185161	topic 18	topic 0	topic 19
10324	topic 39	topic 0	topic 19
4212	topic 12	topic 17	topic 19
187010	topic 28	topic 38	topic 19
162922	topic 38	topic 7	topic 36
4574	topic 23	topic 14	topic 3
19300	topic 31	topic 9	topic 21
11984	topic 18	topic 46	topic 19
20581	topic 13	topic 21	topic 7
2105	topic 10	topic 4	topic 42
21847	topic 49	topic 6	topic 1
191672	topic 5	topic 48	topic 7
118056	topic 7	topic 28	topic 16
117365	topic 28	topic 7	topic 24
35832	topic 44	topic 1	topic 16
182168	topic 30	topic 11	topic 38
14624	topic 1	topic 27	topic 48
9050	topic 28	topic 36	topic 17
111714	topic 28	topic 0	topic 36
22396	topic 9	topic 5	topic 1
119348	topic 7	topic 38	topic 16
118042	topic 35	topic 28	topic 7
35826	topic 46	topic 24	topic 48
117371	topic 28	topic 25	topic 48
9044	topic 17	topic 0	topic 36
22382	topic 9	topic 0	topic 42
111700	topic 38	topic 23	topic 10
187004	topic 27	topic 16	topic 38
115566	topic 34	topic 30	topic 19
19314	topic 9	topic 19	topic 16
4560	topic 38	topic 19	topic 12
11990	topic 18	topic 19	topic 16
20595	topic 12	topic 37	topic 21
114678	topic 4	topic 44	topic 26
189029	topic 13	topic 31	topic 25
191666	topic 23	topic 28	topic 12
2111	topic 4	topic 27	topic 30
10330	topic 24	topic 11	topic 37
19472	topic 12	topic 38	topic 17
4206	topic 29	topic 23	topic 36
163396	topic 40	topic 15	topic 13
3569	topic 21	topic 2	topic 24
158300	topic 39	topic 30	topic 38
9722	topic 15	topic 19	topic 49
14156	topic 37	topic 13	topic 2
72	topic 3	topic 23	topic 7
118724	topic 23	topic 38	topic 7
25214	topic 0	topic 21	topic 36
32768	topic 1	topic 46	topic 18
9865	topic 13	topic 19	topic 10
162117	topic 7	topic 18	topic 16
165678	topic 31	topic 5	topic 21
190381	topic 30	topic 3	topic 11
21072	topic 12	topic 19	topic 49
2930	topic 36	topic 33	topic 19
4399	topic 16	topic 9	topic 8
134437	topic 47	topic 39	topic 14
186285	topic 23	topic 2	topic 30
148932	topic 18	topic 0	topic 39
161378	topic 7	topic 28	topic 24
111847	topic 38	topic 10	topic 39
14977	topic 49	topic 0	topic 10
35761	topic 44	topic 42	topic 27
185954	topic 38	topic 29	topic 24
178629	topic 35	topic 36	topic 0
176610	topic 47	topic 39	topic 30
35775	topic 44	topic 32	topic 27
22209	topic 9	topic 7	topic 31
21700	topic 6	topic 7	topic 36
3384	topic 16	topic 33	topic 42
164214	topic 39	topic 47	topic 32
20378	topic 48	topic 39	topic 14
162103	topic 47	topic 39	topic 14
5093	topic 13	topic 18	topic 48
114095	topic 14	topic 36	topic 3
190395	topic 29	topic 30	topic 23
164572	topic 38	topic 7	topic 29
180186	topic 35	topic 7	topic 28
2924	topic 33	topic 16	topic 24
21066	topic 27	topic 44	topic 12
116682	topic 0	topic 16	topic 31
9871	topic 13	topic 31	topic 49
166365	topic 39	topic 18	topic 0
20350	topic 18	topic 27	topic 39
10293	topic 39	topic 47	topic 19
157190	topic 1	topic 27	topic 17
13942	topic 40	topic 19	topic 3
32754	topic 46	topic 2	topic 48
9859	topic 16	topic 40	topic 13
25228	topic 16	topic 21	topic 36
118687	topic 30	topic 11	topic 20
9681	topic 13	topic 40	topic 15
34325	topic 3	topic 26	topic 24
116872	topic 12	topic 35	topic 32
34443	topic 10	topic 4	topic 48
176638	topic 13	topic 16	topic 31
35985	topic 19	topic 4	topic 7
22221	topic 6	topic 9	topic 19
178615	topic 35	topic 36	topic 7
163553	topic 29	topic 14	topic 24
165122	topic 23	topic 28	topic 38
11833	topic 12	topic 7	topic 27
20436	topic 11	topic 24	topic 29
114917	topic 24	topic 12	topic 23
165136	topic 38	topic 23	topic 10
11827	topic 3	topic 10	topic 36
20422	topic 39	topic 10	topic 7
34457	topic 2	topic 39	topic 7
130679	topic 29	topic 38	topic 19
35991	topic 4	topic 46	topic 17
24644	topic 9	topic 0	topic 8
22235	topic 49	topic 6	topic 9
35749	topic 44	topic 7	topic 40
13956	topic 37	topic 19	topic 46
9695	topic 13	topic 16	topic 49
116866	topic 17	topic 35	topic 18
10287	topic 34	topic 12	topic 11
30157	topic 9	topic 21	topic 2
26735	topic 6	topic 9	topic 42
11199	topic 9	topic 31	topic 15
36526	topic 4	topic 2	topic 42
163221	topic 12	topic 19	topic 24
2918	topic 33	topic 19	topic 46
3435	topic 16	topic 18	topic 10
11172	topic 14	topic 19	topic 2
180151	topic 35	topic 7	topic 28
26906	topic 6	topic 49	topic 19
5044	topic 18	topic 13	topic 19
189613	topic 23	topic 24	topic 38
13765	topic 29	topic 24	topic 23
159142	topic 47	topic 12	topic 23
156271	topic 38	topic 23	topic 47
116655	topic 37	topic 47	topic 30
136585	topic 18	topic 13	topic 31
184451	topic 28	topic 35	topic 7
119200	topic 28	topic 27	topic 49
185997	topic 38	topic 30	topic 23
7135	topic 9	topic 2	topic 46
8206	topic 34	topic 25	topic 24
130692	topic 30	topic 24	topic 16
9118	topic 24	topic 28	topic 17
156517	topic 17	topic 14	topic 27
13003	topic 23	topic 3	topic 25
1544	topic 44	topic 7	topic 0
111884	topic 28	topic 36	topic 27
189175	topic 31	topic 0	topic 5
180637	topic 13	topic 16	topic 12
19248	topic 31	topic 9	topic 10
3353	topic 16	topic 18	topic 42
2059	topic 48	topic 42	topic 0
189161	topic 13	topic 31	topic 19
180623	topic 19	topic 13	topic 36
30816	topic 9	topic 2	topic 10
3347	topic 16	topic 13	topic 33
184445	topic 48	topic 38	topic 42
7121	topic 5	topic 9	topic 15
111648	topic 38	topic 47	topic 3
130686	topic 29	topic 28	topic 24
159630	topic 10	topic 46	topic 2
156503	topic 23	topic 39	topic 3
13017	topic 29	topic 34	topic 19
117239	topic 25	topic 34	topic 11
1550	topic 49	topic 7	topic 22
13771	topic 39	topic 47	topic 24
100023	topic 39	topic 47	topic 24
116641	topic 30	topic 3	topic 19
3421	topic 26	topic 29	topic 16
135098	topic 43	topic 34	topic 20
11166	topic 14	topic 10	topic 39
113739	topic 5	topic 4	topic 3
5050	topic 0	topic 48	topic 49
26912	topic 6	topic 49	topic 19
191048	topic 13	topic 21	topic 31
189607	topic 38	topic 30	topic 3
152003	topic 46	topic 18	topic 16
114056	topic 25	topic 38	topic 14
10278	topic 14	topic 10	topic 47
13759	topic 39	topic 14	topic 7
117577	topic 38	topic 23	topic 3
9642	topic 13	topic 40	topic 3
13981	topic 40	topic 49	topic 46
32797	topic 1	topic 4	topic 0
148073	topic 39	topic 24	topic 7
116669	topic 3	topic 26	topic 30
115360	topic 12	topic 3	topic 49
3409	topic 16	topic 0	topic 6
19512	topic 30	topic 23	topic 41
4366	topic 38	topic 47	topic 10
20393	topic 39	topic 48	topic 23
189149	topic 8	topic 18	topic 34
2071	topic 48	topic 14	topic 18
4400	topic 21	topic 16	topic 9
11628	topic 27	topic 14	topic 18
115406	topic 39	topic 47	topic 48
190418	topic 11	topic 39	topic 34
14988	topic 16	topic 24	topic 11
176823	topic 8	topic 10	topic 16
7109	topic 5	topic 15	topic 9
9124	topic 17	topic 27	topic 28
159618	topic 19	topic 3	topic 24
34480	topic 19	topic 46	topic 44
6217	topic 25	topic 47	topic 12
35946	topic 46	topic 10	topic 39
184479	topic 28	topic 42	topic 7
176837	topic 0	topic 5	topic 19
111674	topic 38	topic 24	topic 19
161393	topic 30	topic 39	topic 46
9130	topic 17	topic 37	topic 25
6203	topic 39	topic 47	topic 27
34494	topic 46	topic 19	topic 42
118136	topic 16	topic 19	topic 7
117205	topic 25	topic 37	topic 47
35952	topic 46	topic 19	topic 9
2065	topic 4	topic 17	topic 40
191712	topic 36	topic 33	topic 7
4414	topic 19	topic 9	topic 21
19260	topic 19	topic 9	topic 16
153447	topic 37	topic 27	topic 4
155988	topic 38	topic 30	topic 24
4372	topic 38	topic 47	topic 23
19506	topic 34	topic 24	topic 11
21099	topic 12	topic 18	topic 31
20387	topic 19	topic 39	topic 47
10244	topic 23	topic 3	topic 36
2703	topic 38	topic 24	topic 28
9656	topic 13	topic 49	topic 0
13995	topic 0	topic 16	topic 9
32783	topic 0	topic 4	topic 40
148067	topic 14	topic 39	topic 12
35563	topic 48	topic 18	topic 2
184690	topic 47	topic 10	topic 39
184848	topic 46	topic 18	topic 31
115823	topic 47	topic 7	topic 28
20608	topic 39	topic 4	topic 5
27167	topic 21	topic 3	topic 2
186087	topic 38	topic 39	topic 19
164002	topic 38	topic 19	topic 14
3192	topic 7	topic 18	topic 16
10913	topic 29	topic 37	topic 24
180390	topic 42	topic 10	topic 19
21270	topic 31	topic 9	topic 19
190183	topic 6	topic 8	topic 10
19937	topic 37	topic 35	topic 23
33674	topic 40	topic 1	topic 12
183841	topic 40	topic 7	topic 44
192794	topic 19	topic 47	topic 24
8979	topic 6	topic 0	topic 42
6954	topic 24	topic 39	topic 12
183699	topic 5	topic 12	topic 0
117952	topic 11	topic 25	topic 19
6798	topic 5	topic 21	topic 27
176374	topic 26	topic 3	topic 24
192780	topic 27	topic 44	topic 48
33660	topic 4	topic 1	topic 40
6940	topic 14	topic 39	topic 27
117946	topic 16	topic 28	topic 11
21264	topic 31	topic 9	topic 19
180384	topic 30	topic 3	topic 11
19923	topic 47	topic 15	topic 27
162301	topic 3	topic 49	topic 7
188900	topic 24	topic 42	topic 28
3838	topic 9	topic 31	topic 36
115837	topic 38	topic 17	topic 39
162467	topic 31	topic 13	topic 18
186093	topic 11	topic 35	topic 24
27173	topic 2	topic 21	topic 19
134621	topic 0	topic 19	topic 29
3186	topic 27	topic 16	topic 24
21502	topic 9	topic 2	topic 15
163779	topic 38	topic 19	topic 7
111489	topic 38	topic 23	topic 10
184684	topic 47	topic 14	topic 39
205	topic 37	topic 2	topic 21
134609	topic 12	topic 31	topic 21
26245	topic 21	topic 0	topic 15
22023	topic 49	topic 6	topic 9
184874	topic 18	topic 42	topic 5
34641	topic 3	topic 26	topic 4
14591	topic 18	topic 21	topic 9
130309	topic 38	topic 7	topic 16
34127	topic 39	topic 4	topic 7
118485	topic 36	topic 0	topic 35
8945	topic 0	topic 6	topic 5
12686	topic 10	topic 17	topic 24
32556	topic 29	topic 39	topic 21
157392	topic 47	topic 12	topic 39
33890	topic 40	topic 16	topic 11
164758	topic 47	topic 39	topic 14
112816	topic 21	topic 9	topic 19
20152	topic 38	topic 25	topic 39
3810	topic 0	topic 6	topic 21
188928	topic 40	topic 18	topic 7
162329	topic 31	topic 19	topic 13
163023	topic 25	topic 30	topic 7
36724	topic 4	topic 48	topic 18
51967	topic 38	topic 47	topic 19
154857	topic 11	topic 30	topic 24
123407	topic 20	topic 28	topic 34
10085	topic 34	topic 14	topic 11
3804	topic 0	topic 49	topic 21
20146	topic 14	topic 24	topic 32
164994	topic 14	topic 39	topic 24
34133	topic 39	topic 14	topic 21
8951	topic 0	topic 6	topic 19
118491	topic 12	topic 28	topic 37
12692	topic 10	topic 24	topic 38
32542	topic 39	topic 14	topic 10
8789	topic 6	topic 10	topic 36
33884	topic 40	topic 19	topic 46
157386	topic 47	topic 39	topic 23
178403	topic 1	topic 0	topic 3
184860	topic 4	topic 48	topic 42
161152	topic 38	topic 27	topic 10
188082	topic 29	topic 30	topic 19
26251	topic 6	topic 36	topic 7
11416	topic 39	topic 46	topic 10
188069	topic 30	topic 38	topic 3
20813	topic 44	topic 19	topic 7
3151	topic 27	topic 47	topic 39
10708	topic 2	topic 3	topic 32
114526	topic 23	topic 14	topic 28
191538	topic 19	topic 24	topic 16
13201	topic 46	topic 10	topic 4
