	incnormid	recordid	bronid	w_g	herdrukid	year	top1	top2	top3
21703	32211.0	12117	1000877	geestelijk		1617.0	topic 1	topic 19	topic 5
21704	32211.0	185375	1017360	geestelijk	923873.0	1740.0	topic 1	topic 19	topic 5
21705	32211.0	32817	1001567	geestelijk		1645.0	topic 1	topic 19	topic 5
21706	32211.0	185375	1016069	geestelijk		1720.0	topic 1	topic 19	topic 5
21707	32211.0	14532	1000957	geestelijk		1638.0	topic 1	topic 19	topic 5
21708	32211.0	178366	1001858	geestelijk		1623.0	topic 1	topic 19	topic 5
21709	32211.0	14532	1016140	geestelijk	924960.0	1679.0	topic 1	topic 19	topic 5
21710	32211.0	32817	1010998	geestelijk	916097.0	1671.0	topic 1	topic 19	topic 5
21711	32211.0	6870	1016380	geestelijk	922559.0	1722.0	topic 1	topic 19	topic 5
21712	32211.0	12117	1001876	geestelijk	912570.0	1614.0	topic 1	topic 19	topic 5
21713	32211.0	12117	1004985	geestelijk	928149.0	1609.0	topic 1	topic 19	topic 5
21714	32211.0	114514	1001666	geestelijk		1619.0	topic 1	topic 19	topic 5
21715	32211.0	14532	1001855	geestelijk	929947.0	1646.0	topic 1	topic 19	topic 5
21716	32211.0	14532	1010071	geestelijk	912571.0	1648.0	topic 1	topic 19	topic 5
21717	32212.0	12069	1001876	geestelijk	912572.0	1614.0	topic 9	topic 1	topic 29
21718	32212.0	12069	1004985	geestelijk	928104.0	1609.0	topic 9	topic 1	topic 29
21719	32212.0	146724	1004629	geestelijk		1619.0	topic 9	topic 1	topic 29
21720	32212.0	197199	1001856	geestelijk		1617.0	topic 9	topic 1	topic 29
21721	32212.0	12069	1000877	geestelijk		1617.0	topic 9	topic 1	topic 29
21722	32215.0	159537	1016215	wereldlijk		1713.0	topic 38	topic 29	topic 21
21723	32216.0	40673	1010998	geestelijk	916115.0	1671.0	topic 4	topic 44	topic 46
21724	32216.0	114674	1001366	geestelijk		1645.0	topic 4	topic 44	topic 46
21725	32216.0	40673	1001567	geestelijk		1645.0	topic 4	topic 44	topic 46
21726	32218.0	25661	1000208	geestelijk		1598.0	topic 19	topic 46	topic 0
21727	32218.0	159539	1001607	geestelijk		1625.0	topic 19	topic 46	topic 0
21728	32218.0	159540	1001827	geestelijk		1650.0	topic 19	topic 46	topic 0
21729	32221.0	25242	1006862	geestelijk		1582.0	topic 0	topic 21	topic 9
21730	32226.0	6154	1010184	geestelijk	916326.0	1648.0	topic 49	topic 0	topic 15
21731	32226.0	6154	1000735	geestelijk		1621.0	topic 49	topic 0	topic 15
21732	32230.0	6804	1016380	geestelijk	922491.0	1722.0	topic 20	topic 5	topic 41
21733	32230.0	6804	1000746	geestelijk		1637.0	topic 20	topic 5	topic 41
21734	32231.0	19317	1000451	geestelijk	908140.0	1600.0	topic 9	topic 18	topic 19
21735	32231.0	21493	1000082	geestelijk	900808.0	1563.0	topic 9	topic 18	topic 19
21736	32231.0	19317	1000094	geestelijk	907819.0	1596.0	topic 9	topic 18	topic 19
21737	32231.0	21493	1000131	geestelijk	901198.0	1595.0	topic 9	topic 18	topic 19
21738	32231.0	21493	1000427	geestelijk	901197.0	1580.0	topic 9	topic 18	topic 19
21739	32231.0	189043	1016327	geestelijk		1609.0	topic 9	topic 18	topic 19
21740	32231.0	19317	1000077	geestelijk		1552.0	topic 9	topic 18	topic 19
21741	32231.0	21493	1000079	geestelijk		1558.0	topic 9	topic 18	topic 19
21742	32231.0	19317	1000344	geestelijk	907339.0	1582.0	topic 9	topic 18	topic 19
21743	32231.0	148637	1001307	geestelijk		1700.0	topic 9	topic 18	topic 19
21744	32231.0	19317	1000089	geestelijk	906703.0	1579.0	topic 9	topic 18	topic 19
21745	32231.0	19317	1001531	geestelijk	909427.0	1577.0	topic 9	topic 18	topic 19
21746	32231.0	19317	1000096	geestelijk	903938.0	1599.0	topic 9	topic 18	topic 19
21747	32231.0	19317	1000093	geestelijk	903937.0	1593.0	topic 9	topic 18	topic 19
21748	32231.0	19317	1000557	geestelijk	903936.0	1591.0	topic 9	topic 18	topic 19
21749	32231.0	19317	1000092	geestelijk	903935.0	1589.0	topic 9	topic 18	topic 19
21750	32231.0	19317	1000091	geestelijk	905174.0	1582.0	topic 9	topic 18	topic 19
21751	32231.0	19317	1000090	geestelijk	903934.0	1580.0	topic 9	topic 18	topic 19
21752	32231.0	19317	1000088	geestelijk	903933.0	1579.0	topic 9	topic 18	topic 19
21753	32231.0	19317	1000087	geestelijk	902807.0	1577.0	topic 9	topic 18	topic 19
21754	32231.0	19317	1000084	geestelijk	902505.0	1569.0	topic 9	topic 18	topic 19
21755	32231.0	19317	1000095	geestelijk	901979.0	1559.0	topic 9	topic 18	topic 19
21756	32231.0	19317	1000078	geestelijk	900595.0	1556.0	topic 9	topic 18	topic 19
21757	32231.0	19317	1000083	geestelijk	900078.0	1566.0	topic 9	topic 18	topic 19
21758	32232.0	20680	1001047	geestelijk		1664.0	topic 44	topic 19	topic 3
21759	32232.0	20680	1001931	geestelijk	912579.0	1655.0	topic 44	topic 19	topic 3
21760	32232.0	20680	1001335	geestelijk	928272.0	1728.0	topic 44	topic 19	topic 3
21761	32234.0	114278	1001366	geestelijk		1645.0	topic 1	topic 8	topic 18
21762	32235.0	20897	1001335	geestelijk	928451.0	1728.0	topic 44	topic 35	topic 1
21763	32235.0	20897	1001047	geestelijk		1664.0	topic 44	topic 35	topic 1
21764	32238.0	36550	1011065	geestelijk		1734.0	topic 0	topic 19	topic 13
21765	32238.0	12126	1000877	geestelijk		1617.0	topic 0	topic 19	topic 13
21766	32238.0	6072	1010177	geestelijk		1632.0	topic 0	topic 19	topic 13
21767	32238.0	197025	1001856	geestelijk		1617.0	topic 0	topic 19	topic 13
21768	32238.0	146795	1004631	geestelijk		1619.0	topic 0	topic 19	topic 13
21769	32238.0	14600	1000957	geestelijk		1638.0	topic 0	topic 19	topic 13
21770	32238.0	32423	1010972	geestelijk		1660.0	topic 0	topic 19	topic 13
21771	32238.0	12126	1004985	geestelijk	928153.0	1609.0	topic 0	topic 19	topic 13
21772	32238.0	14600	1016140	geestelijk	925029.0	1679.0	topic 0	topic 19	topic 13
21773	32238.0	14600	1010071	geestelijk	912583.0	1648.0	topic 0	topic 19	topic 13
21774	32238.0	12126	1001876	geestelijk	912582.0	1614.0	topic 0	topic 19	topic 13
21775	32238.0	6072	1016865	geestelijk	925216.0	1683.0	topic 0	topic 19	topic 13
21776	32238.0	6072	1016756	geestelijk	924707.0	1722.0	topic 0	topic 19	topic 13
21777	32238.0	6072	1000733	geestelijk	912581.0	1634.0	topic 0	topic 19	topic 13
21778	32238.0	14600	1001855	geestelijk	929985.0	1646.0	topic 0	topic 19	topic 13
21779	32239.0	23874	1000357	geestelijk		1592.0	topic 5	topic 9	topic 0
21780	32239.0	159564	1001900	geestelijk		1679.0	topic 5	topic 9	topic 0
21781	32239.0	159563	1001827	geestelijk		1650.0	topic 5	topic 9	topic 0
21782	32239.0	23713	1000222	geestelijk		1597.0	topic 5	topic 9	topic 0
21783	32239.0	23874	1000227	geestelijk	900203.0	1600.0	topic 5	topic 9	topic 0
21784	32240.0	3810	1000198	geestelijk		1582.0	topic 0	topic 6	topic 21
21785	32240.0	23707	1000222	geestelijk		1597.0	topic 0	topic 6	topic 21
21786	32241.0	114465	1001934	geestelijk		1608.0	topic 0	topic 1	topic 37
21787	32241.0	1486	1000614	geestelijk		1613.0	topic 0	topic 1	topic 37
21788	32241.0	10602	1000026	geestelijk		1591.0	topic 0	topic 1	topic 37
21789	32241.0	10823	1000853	geestelijk		1605.0	topic 0	topic 1	topic 37
21790	32243.0	116036	1016154	geestelijk		1681.0	topic 0	topic 37	topic 27
21791	32243.0	116036	1001338	geestelijk	920414.0	1692.0	topic 0	topic 37	topic 27
21792	32243.0	2743	1000661	geestelijk		1695.0	topic 0	topic 37	topic 27
21793	32243.0	19842	1001024	geestelijk		1645.0	topic 0	topic 37	topic 27
21794	32246.0	24251	1000427	geestelijk		1580.0	topic 9	topic 31	topic 21
21795	32246.0	19321	1000077	geestelijk		1552.0	topic 9	topic 31	topic 21
21796	32246.0	148602	1001307	geestelijk		1700.0	topic 9	topic 31	topic 21
21797	32246.0	24251	1000131	geestelijk	901387.0	1595.0	topic 9	topic 31	topic 21
21798	32246.0	19321	1001531	geestelijk	909429.0	1577.0	topic 9	topic 31	topic 21
21799	32246.0	19321	1000094	geestelijk	907821.0	1596.0	topic 9	topic 31	topic 21
21800	32246.0	19321	1000344	geestelijk	907341.0	1582.0	topic 9	topic 31	topic 21
21801	32246.0	19321	1000089	geestelijk	906705.0	1579.0	topic 9	topic 31	topic 21
21802	32246.0	19321	1000091	geestelijk	905176.0	1582.0	topic 9	topic 31	topic 21
21803	32246.0	19321	1000096	geestelijk	903950.0	1599.0	topic 9	topic 31	topic 21
21804	32246.0	19321	1000451	geestelijk	908143.0	1600.0	topic 9	topic 31	topic 21
21805	32246.0	19321	1000557	geestelijk	903948.0	1591.0	topic 9	topic 31	topic 21
21806	32246.0	19321	1000092	geestelijk	903947.0	1589.0	topic 9	topic 31	topic 21
21807	32246.0	19321	1000090	geestelijk	903946.0	1580.0	topic 9	topic 31	topic 21
21808	32246.0	19321	1000088	geestelijk	903945.0	1579.0	topic 9	topic 31	topic 21
21809	32246.0	19321	1000087	geestelijk	902809.0	1577.0	topic 9	topic 31	topic 21
21810	32246.0	19321	1000084	geestelijk	902507.0	1569.0	topic 9	topic 31	topic 21
21811	32246.0	19321	1000095	geestelijk	901981.0	1559.0	topic 9	topic 31	topic 21
21812	32246.0	19321	1000078	geestelijk	900599.0	1556.0	topic 9	topic 31	topic 21
21813	32246.0	19321	1000083	geestelijk	900080.0	1566.0	topic 9	topic 31	topic 21
21814	32246.0	19321	1000093	geestelijk	903949.0	1593.0	topic 9	topic 31	topic 21
21815	32248.0	159565	1004588	geestelijk		1614.0	topic 13	topic 31	topic 9
21816	32248.0	26638	1000220	geestelijk		1599.0	topic 13	topic 31	topic 9
21817	32250.0	189017	1016327	geestelijk		1609.0	topic 31	topic 0	topic 13
21818	32250.0	176809	1016078	geestelijk		1683.0	topic 31	topic 0	topic 13
21819	32250.0	159567	1001900	geestelijk		1679.0	topic 31	topic 0	topic 13
21820	32250.0	159566	1001827	geestelijk		1650.0	topic 31	topic 0	topic 13
21821	32250.0	22857	1000083	geestelijk		1566.0	topic 31	topic 0	topic 13
21822	32250.0	118388	1001323	geestelijk		1732.0	topic 31	topic 0	topic 13
21823	32250.0	22857	1001531	geestelijk	909424.0	1577.0	topic 31	topic 0	topic 13
21824	32250.0	22857	1000451	geestelijk	908137.0	1600.0	topic 31	topic 0	topic 13
21825	32250.0	22857	1000094	geestelijk	907816.0	1596.0	topic 31	topic 0	topic 13
21826	32250.0	22857	1000344	geestelijk	907336.0	1582.0	topic 31	topic 0	topic 13
21827	32250.0	148626	1001307	geestelijk		1700.0	topic 31	topic 0	topic 13
21828	32250.0	22857	1000091	geestelijk	905171.0	1582.0	topic 31	topic 0	topic 13
21829	32250.0	22857	1000096	geestelijk	903920.0	1599.0	topic 31	topic 0	topic 13
21830	32250.0	22857	1000093	geestelijk	903919.0	1593.0	topic 31	topic 0	topic 13
21831	32250.0	22857	1000557	geestelijk	903918.0	1591.0	topic 31	topic 0	topic 13
21832	32250.0	22857	1000092	geestelijk	903917.0	1589.0	topic 31	topic 0	topic 13
21833	32250.0	22857	1000090	geestelijk	903916.0	1580.0	topic 31	topic 0	topic 13
21834	32250.0	22857	1000088	geestelijk	903915.0	1579.0	topic 31	topic 0	topic 13
21835	32250.0	22857	1000087	geestelijk	902601.0	1577.0	topic 31	topic 0	topic 13
21836	32250.0	22857	1000084	geestelijk	902502.0	1569.0	topic 31	topic 0	topic 13
21837	32250.0	8032	1000773	geestelijk		1644.0	topic 31	topic 0	topic 13
21838	32250.0	22857	1000089	geestelijk	906700.0	1579.0	topic 31	topic 0	topic 13
21839	32252.0	176808	1016078	geestelijk		1683.0	topic 0	topic 31	topic 19
21840	32252.0	159568	1001827	geestelijk		1650.0	topic 0	topic 31	topic 19
21841	32252.0	23756	1000222	geestelijk		1597.0	topic 0	topic 31	topic 19
21842	32258.0	4154	1000698	geestelijk		1650.0	topic 49	topic 19	topic 17
21843	32260.0	19319	1000077	geestelijk		1552.0	topic 9	topic 0	topic 49
21844	32260.0	189053	1016327	geestelijk		1609.0	topic 9	topic 0	topic 49
21845	32260.0	21494	1000131	geestelijk	901200.0	1595.0	topic 9	topic 0	topic 49
21846	32260.0	21494	1000427	geestelijk	901199.0	1580.0	topic 9	topic 0	topic 49
21847	32260.0	21494	1000082	geestelijk	900809.0	1563.0	topic 9	topic 0	topic 49
21848	32260.0	19319	1001531	geestelijk	909428.0	1577.0	topic 9	topic 0	topic 49
21849	32260.0	19319	1000451	geestelijk	908141.0	1600.0	topic 9	topic 0	topic 49
21850	32260.0	19319	1000094	geestelijk	907820.0	1596.0	topic 9	topic 0	topic 49
21851	32260.0	21494	1000079	geestelijk		1558.0	topic 9	topic 0	topic 49
21852	32260.0	19319	1000344	geestelijk	907340.0	1582.0	topic 9	topic 0	topic 49
21853	32260.0	19319	1000089	geestelijk	906704.0	1579.0	topic 9	topic 0	topic 49
21854	32260.0	19319	1000557	geestelijk	903942.0	1591.0	topic 9	topic 0	topic 49
21855	32260.0	19319	1000096	geestelijk	903944.0	1599.0	topic 9	topic 0	topic 49
21856	32260.0	19319	1000091	geestelijk	905175.0	1582.0	topic 9	topic 0	topic 49
21857	32260.0	19319	1000078	geestelijk	900597.0	1556.0	topic 9	topic 0	topic 49
21858	32260.0	19319	1000095	geestelijk	901980.0	1559.0	topic 9	topic 0	topic 49
21859	32260.0	19319	1000084	geestelijk	902506.0	1569.0	topic 9	topic 0	topic 49
21860	32260.0	19319	1000083	geestelijk	900079.0	1566.0	topic 9	topic 0	topic 49
21861	32260.0	19319	1000088	geestelijk	903939.0	1579.0	topic 9	topic 0	topic 49
21862	32260.0	19319	1000090	geestelijk	903940.0	1580.0	topic 9	topic 0	topic 49
21863	32260.0	19319	1000092	geestelijk	903941.0	1589.0	topic 9	topic 0	topic 49
21864	32260.0	19319	1000093	geestelijk	903943.0	1593.0	topic 9	topic 0	topic 49
21865	32260.0	19319	1000087	geestelijk	902808.0	1577.0	topic 9	topic 0	topic 49
21866	32267.0	33946	1011046	geestelijk		1654.0	topic 45	topic 40	topic 3
21867	32273.0	34642	1011173	wereldlijk		1641.0	topic 19	topic 29	topic 10
21868	32274.0	11850	1000875	geestelijk		1648.0	topic 7	topic 12	topic 19
21869	32277.0	11542	1002002	geestelijk	912584.0	1630.0	topic 27	topic 49	topic 0
21870	32277.0	11542	1001215	geestelijk	915323.0	1648.0	topic 27	topic 49	topic 0
21871	32277.0	19893	1001024	geestelijk		1645.0	topic 27	topic 49	topic 0
21872	32277.0	11542	1000873	geestelijk		1640.0	topic 27	topic 49	topic 0
21873	32281.0	13801	1000944	wereldlijk		1643.0	topic 29	topic 20	topic 45
21874	32281.0	115934	1001369	wereldlijk		1649.0	topic 29	topic 20	topic 45
21875	32283.0	12567	1000883	geestelijk		1642.0	topic 15	topic 7	topic 0
21876	32285.0	185246	1001737	geestelijk	918903.0	1657.0	topic 48	topic 18	topic 0
21877	32285.0	188114	1016154	geestelijk		1681.0	topic 48	topic 18	topic 0
21878	32285.0	118389	1001323	geestelijk		1732.0	topic 48	topic 18	topic 0
21879	32285.0	148628	1001307	geestelijk		1700.0	topic 48	topic 18	topic 0
21880	32285.0	185246	1016183	geestelijk		1631.0	topic 48	topic 18	topic 0
21881	32290.0	26934	1006685	wereldlijk		1568.0	topic 41	topic 24	topic 0
21882	32290.0	26678	1006683	wereldlijk		1651.0	topic 41	topic 24	topic 0
21883	32290.0	27816	1006686	wereldlijk		1574.0	topic 41	topic 24	topic 0
21884	32295.0	21496	1000079	geestelijk		1558.0	topic 9	topic 5	topic 21
21885	32295.0	19322	1000077	geestelijk		1552.0	topic 9	topic 5	topic 21
21886	32295.0	21496	1000082	geestelijk	900811.0	1563.0	topic 9	topic 5	topic 21
21887	32295.0	19322	1000078	geestelijk	900600.0	1556.0	topic 9	topic 5	topic 21
21888	32299.0	21489	1000082	geestelijk	900805.0	1563.0	topic 9	topic 49	topic 21
21889	32299.0	21489	1000427	geestelijk	901185.0	1580.0	topic 9	topic 49	topic 21
21890	32299.0	21489	1000131	geestelijk	901186.0	1595.0	topic 9	topic 49	topic 21
21891	32299.0	21489	1000079	geestelijk		1558.0	topic 9	topic 49	topic 21
21892	32301.0	10610	1000026	wereldlijk		1591.0	topic 21	topic 29	topic 19
21893	32301.0	10831	1000853	wereldlijk		1605.0	topic 21	topic 29	topic 19
21894	32303.0	13850	1000945	geestelijk		1646.0	topic 32	topic 19	topic 0
21895	32305.0	114468	1001934	geestelijk		1608.0	topic 37	topic 0	topic 21
21896	32305.0	10827	1000853	geestelijk		1605.0	topic 37	topic 0	topic 21
21897	32305.0	27200	1007038	geestelijk		1598.0	topic 37	topic 0	topic 21
21898	32305.0	1485	1000614	geestelijk		1613.0	topic 37	topic 0	topic 21
21899	32305.0	10605	1000026	geestelijk		1591.0	topic 37	topic 0	topic 21
21900	32306.0	3375	1000328	geestelijk		1575.0	topic 0	topic 16	topic 21
21901	32308.0	19315	1000091	geestelijk	905169.0	1582.0	topic 9	topic 48	topic 13
21902	32308.0	21491	1000079	geestelijk		1558.0	topic 9	topic 48	topic 13
21903	32308.0	19315	1000077	geestelijk		1552.0	topic 9	topic 48	topic 13
21904	32308.0	21491	1000082	geestelijk	900807.0	1563.0	topic 9	topic 48	topic 13
21905	32308.0	19315	1001531	geestelijk	909423.0	1577.0	topic 9	topic 48	topic 13
21906	32308.0	19315	1000451	geestelijk	908135.0	1600.0	topic 9	topic 48	topic 13
21907	32308.0	19315	1000094	geestelijk	907814.0	1596.0	topic 9	topic 48	topic 13
21908	32308.0	19315	1000344	geestelijk	907334.0	1582.0	topic 9	topic 48	topic 13
21909	32308.0	19315	1000089	geestelijk	906698.0	1579.0	topic 9	topic 48	topic 13
21910	32308.0	19315	1000096	geestelijk	903908.0	1599.0	topic 9	topic 48	topic 13
21911	32308.0	19315	1000093	geestelijk	903907.0	1593.0	topic 9	topic 48	topic 13
21912	32308.0	19315	1000557	geestelijk	903906.0	1591.0	topic 9	topic 48	topic 13
21913	32308.0	19315	1000092	geestelijk	903905.0	1589.0	topic 9	topic 48	topic 13
21914	32308.0	19315	1000090	geestelijk	903904.0	1580.0	topic 9	topic 48	topic 13
21915	32308.0	19315	1000088	geestelijk	903903.0	1579.0	topic 9	topic 48	topic 13
21916	32308.0	19315	1000087	geestelijk	902804.0	1577.0	topic 9	topic 48	topic 13
21917	32308.0	19315	1000084	geestelijk	902500.0	1569.0	topic 9	topic 48	topic 13
21918	32308.0	19315	1000095	geestelijk	901978.0	1559.0	topic 9	topic 48	topic 13
21919	32308.0	19315	1000078	geestelijk	900593.0	1556.0	topic 9	topic 48	topic 13
21920	32308.0	19315	1000083	geestelijk	900075.0	1566.0	topic 9	topic 48	topic 13
21921	32313.0	3447	1000328	geestelijk		1575.0	topic 16	topic 3	topic 36
21922	32313.0	27717	1000444	geestelijk		1582.0	topic 16	topic 3	topic 36
21923	32316.0	2358	1000199	geestelijk		1587.0	topic 9	topic 19	topic 30
21924	32322.0	23085	1000208	geestelijk	901594.0	1598.0	topic 18	topic 0	topic 31
21925	32322.0	23667	1000222	geestelijk		1597.0	topic 18	topic 0	topic 31
21926	32322.0	159586	1001607	geestelijk		1625.0	topic 18	topic 0	topic 31
21927	32322.0	159587	1001827	geestelijk		1650.0	topic 18	topic 0	topic 31
21928	32322.0	159588	1001900	geestelijk		1679.0	topic 18	topic 0	topic 31
21929	32322.0	23085	1000207	geestelijk		1593.0	topic 18	topic 0	topic 31
21930	32323.0	10847	1000853	wereldlijk		1605.0	topic 21	topic 12	topic 19
21931	32327.0	19314	1000078	geestelijk	900592.0	1556.0	topic 9	topic 19	topic 16
21932	32327.0	19314	1000077	geestelijk		1552.0	topic 9	topic 19	topic 16
21933	32329.0	2359	1000199	geestelijk		1587.0	topic 9	topic 0	topic 32
21934	32332.0	112044	1001306	geestelijk		1748.0	topic 28	topic 19	topic 35
21935	32340.0	159598	1001607	geestelijk		1625.0	topic 0	topic 49	topic 13
21936	32340.0	25662	1000208	geestelijk		1598.0	topic 0	topic 49	topic 13
21937	32342.0	115844	1001200	wereldlijk	920648.0	1697.0	topic 38	topic 10	topic 46
21938	32342.0	115844	1016194	wereldlijk		1694.0	topic 38	topic 10	topic 46
21939	32345.0	134609	1001139	wereldlijk en geestelijk	917680.0	1702.0	topic 12	topic 31	topic 21
21940	32345.0	134609	1016218	wereldlijk en geestelijk		1659.0	topic 12	topic 31	topic 21
21941	32346.0	10858	1000853	wereldlijk		1605.0	topic 29	topic 21	topic 42
21942	32351.0	33518	1011034	geestelijk		1614.0	topic 9	topic 31	topic 19
21943	32354.0	23095	1000207	geestelijk		1593.0	topic 0	topic 13	topic 49
21944	32354.0	159606	1001900	geestelijk		1679.0	topic 0	topic 13	topic 49
21945	32354.0	176811	1016078	geestelijk		1683.0	topic 0	topic 13	topic 49
21946	32354.0	23675	1000222	geestelijk		1597.0	topic 0	topic 13	topic 49
21947	32354.0	23095	1000208	geestelijk	901604.0	1598.0	topic 0	topic 13	topic 49
21948	32354.0	159604	1001607	geestelijk		1625.0	topic 0	topic 13	topic 49
21949	32354.0	159605	1001827	geestelijk		1650.0	topic 0	topic 13	topic 49
21950	32355.0	114256	1001390	wereldlijk		1745.0	topic 43	topic 29	topic 38
21951	32360.0	116356	1001338	geestelijk	920459.0	1692.0	topic 28	topic 18	topic 19
21952	32360.0	118814	1001325	geestelijk	912592.0	1736.0	topic 28	topic 18	topic 19
21953	32360.0	116356	1016154	geestelijk		1681.0	topic 28	topic 18	topic 19
21954	32360.0	118814	1001324	geestelijk		1732.0	topic 28	topic 18	topic 19
21955	32364.0	34209	1011052	wereldlijk		1659.0	topic 29	topic 46	topic 32
21956	32365.0	20815	1001047	geestelijk		1664.0	topic 44	topic 3	topic 46
21957	32365.0	20815	1001931	geestelijk	912593.0	1655.0	topic 44	topic 3	topic 46
21958	32365.0	20815	1001335	geestelijk	928385.0	1728.0	topic 44	topic 3	topic 46
21959	32366.0	10598	1000026	wereldlijk		1591.0	topic 21	topic 2	topic 29
21960	32366.0	10819	1000853	wereldlijk		1605.0	topic 21	topic 2	topic 29
21961	32367.0	34691	1001665	geestelijk		1651.0	topic 5	topic 0	topic 4
21962	32373.0	9751	1010012	geestelijk	912598.0	1640.0	topic 13	topic 0	topic 15
21963	32373.0	26610	1000220	geestelijk		1599.0	topic 13	topic 0	topic 15
21964	32373.0	9751	1000824	geestelijk		1627.0	topic 13	topic 0	topic 15
21965	32374.0	9603	1000823	geestelijk		1625.0	topic 1	topic 19	topic 36
21966	32374.0	14511	1010215	geestelijk	912599.0	1621.0	topic 1	topic 19	topic 36
21967	32374.0	14511	1001855	geestelijk	912600.0	1646.0	topic 1	topic 19	topic 36
21968	32374.0	14511	1016140	geestelijk	924939.0	1679.0	topic 1	topic 19	topic 36
21969	32374.0	112726	1001773	geestelijk		1618.0	topic 1	topic 19	topic 36
21970	32374.0	159614	1001622	geestelijk		1628.0	topic 1	topic 19	topic 36
21971	32374.0	14511	1000957	geestelijk		1638.0	topic 1	topic 19	topic 36
21972	32376.0	32456	1010972	geestelijk		1660.0	topic 1	topic 9	topic 5
21973	32376.0	32695	1010998	geestelijk	915464.0	1671.0	topic 1	topic 9	topic 5
21974	32376.0	38657	1011362	geestelijk		1607.0	topic 1	topic 9	topic 5
21975	32376.0	113416	1001664	geestelijk		1634.0	topic 1	topic 9	topic 5
21976	32376.0	114766	1004628	geestelijk		1619.0	topic 1	topic 9	topic 5
21977	32376.0	178430	1001858	geestelijk		1623.0	topic 1	topic 9	topic 5
21978	32376.0	24316	1000406	geestelijk		1590.0	topic 1	topic 9	topic 5
21979	32376.0	190808	1001842	geestelijk	923192.0	1740.0	topic 1	topic 9	topic 5
21980	32376.0	6080	1010177	geestelijk		1632.0	topic 1	topic 9	topic 5
21981	32376.0	12063	1000877	geestelijk		1617.0	topic 1	topic 9	topic 5
21982	32376.0	14380	1000957	geestelijk		1638.0	topic 1	topic 9	topic 5
21983	32376.0	32695	1001567	geestelijk		1645.0	topic 1	topic 9	topic 5
21984	32376.0	190808	1016924	geestelijk		1718.0	topic 1	topic 9	topic 5
21985	32376.0	185822	1001755	geestelijk		1605.0	topic 1	topic 9	topic 5
21986	32376.0	23913	1000200	geestelijk		1678.0	topic 1	topic 9	topic 5
21987	32376.0	4082	1000185	geestelijk	900424.0	1576.0	topic 1	topic 9	topic 5
21988	32376.0	14380	1001855	geestelijk	912603.0	1646.0	topic 1	topic 9	topic 5
21989	32376.0	14380	1016140	geestelijk	924804.0	1679.0	topic 1	topic 9	topic 5
21990	32376.0	6080	1000733	geestelijk	912601.0	1634.0	topic 1	topic 9	topic 5
21991	32376.0	6080	1016756	geestelijk	924716.0	1722.0	topic 1	topic 9	topic 5
21992	32376.0	7096	1000178	geestelijk		1577.0	topic 1	topic 9	topic 5
21993	32376.0	12063	1001876	geestelijk	912602.0	1614.0	topic 1	topic 9	topic 5
21994	32376.0	12063	1004985	geestelijk	928098.0	1609.0	topic 1	topic 9	topic 5
21995	32376.0	6080	1016865	geestelijk	925225.0	1683.0	topic 1	topic 9	topic 5
21996	32376.0	14218	1000100	geestelijk	901786.0	1599.0	topic 1	topic 9	topic 5
21997	32376.0	14218	1000397	geestelijk	901851.0	1565.0	topic 1	topic 9	topic 5
21998	32376.0	14218	1000186	geestelijk	901879.0	1617.0	topic 1	topic 9	topic 5
21999	32376.0	14218	1000179	geestelijk	909019.0	1600.0	topic 1	topic 9	topic 5
22000	32376.0	14218	1000396	geestelijk	909020.0	1600.0	topic 1	topic 9	topic 5
22001	32376.0	14218	1000395	geestelijk	926199.0	1600.0	topic 1	topic 9	topic 5
22002	32376.0	14218	1000248	geestelijk	901736.0	1572.0	topic 1	topic 9	topic 5
22003	32378.0	11544	1001215	geestelijk	912597.0	1648.0	topic 27	topic 37	topic 18
22004	32378.0	19894	1001024	geestelijk		1645.0	topic 27	topic 37	topic 18
22005	32378.0	193445	1016185	geestelijk		1703.0	topic 27	topic 37	topic 18
22006	32378.0	11544	1000873	geestelijk		1640.0	topic 27	topic 37	topic 18
22007	32381.0	197295	1001856	geestelijk		1617.0	topic 1	topic 15	topic 13
22008	32381.0	32799	1001567	geestelijk		1645.0	topic 1	topic 15	topic 13
22009	32381.0	12022	1000877	geestelijk		1617.0	topic 1	topic 15	topic 13
22010	32381.0	6855	1000746	geestelijk		1637.0	topic 1	topic 15	topic 13
22011	32381.0	146733	1004630	geestelijk		1619.0	topic 1	topic 15	topic 13
22012	32381.0	12022	1004985	geestelijk	928069.0	1609.0	topic 1	topic 15	topic 13
22013	32381.0	32631	1010972	geestelijk		1660.0	topic 1	topic 15	topic 13
22014	32381.0	12022	1001876	geestelijk	912617.0	1614.0	topic 1	topic 15	topic 13
22015	32381.0	6855	1016380	geestelijk	922544.0	1722.0	topic 1	topic 15	topic 13
22016	32381.0	32799	1010998	geestelijk	916083.0	1671.0	topic 1	topic 15	topic 13
22017	32383.0	28076	1000529	wereldlijk		1575.0	topic 32	topic 7	topic 13
22018	32392.0	3952	1000185	geestelijk	900306.0	1576.0	topic 9	topic 40	topic 2
22019	32392.0	7158	1000178	geestelijk		1577.0	topic 9	topic 40	topic 2
22020	32395.0	19324	1000344	geestelijk	907338.0	1582.0	topic 9	topic 1	topic 15
22021	32395.0	19324	1000094	geestelijk	907818.0	1596.0	topic 9	topic 1	topic 15
